# arma0,arma1,arma2,arma3,arma4,arma5,arma6,arma7,arma8,arma9,arma10,arma11,arma12,arma13,arma14,arma15,arma16
1.135537332947138767e+00,9.518607795785557490e-01,-2.224958149834440846e+00,-1.608772521878407247e+00,-3.276605534205642156e-01,1.792649184160514553e+00,-6.457268909661446621e-01,2.279114560817960822e+00,-3.075156356225197118e-01,-2.269966294543366736e+00,-1.886779477506392411e+00,-2.783373313522580772e-01,-6.083258522403884871e-01,3.373221592910851996e+00,-1.972613060474973867e+00,8.125527871451737605e-01,5.966230149604214716e-01
-1.952717055601887575e+00,-2.669305844475690082e-01,2.254833620167258523e+00,1.049477203108192924e+00,3.933870673790744732e-01,6.872100727786346619e-01,-6.558404993601477662e-01,-1.053387431935721708e-01,1.277535015358493897e+00,-2.030389597961466563e+00,-4.755772179442042669e-01,9.117087536679544524e-01,-2.591779092897789072e-02,4.491396874146770912e+00,-2.741788571044700085e+00,9.677667953337520945e-01,7.417047723684862259e-02
-4.161736149994363920e-01,1.067257359259504268e+00,-1.782747204977583877e+00,2.849172043599508264e-01,1.045815401919556020e+00,6.973257492926518974e-01,-1.581716345560477244e+00,-7.186211703251818572e-02,8.262082648789236261e-01,-9.634265217925391811e-01,1.026666564911600910e+00,3.167038138473148856e-01,-1.922261135008515032e-01,5.316002311379021350e+00,-1.840065733092407951e+00,4.404968636811519844e-01,-1.056608448971015912e+00
-8.019128854201544865e-01,-6.265264123851126410e-01,2.613738865326038940e+00,-5.968906647173011226e-01,-2.190734555973079534e+00,-1.007621802555425106e-01,-6.103288913304941721e-01,-3.426793034083196465e-01,-2.210158667110555530e+00,9.882086334460641330e-01,-4.484147926272015194e-01,1.272610560734478424e-01,1.194402422859369151e-01,2.427259255052589548e+00,-2.485525166157302568e+00,-3.387644638358259797e-01,-1.043831644286600246e+00
1.614843267361280865e-02,4.514289619783525831e-01,-1.771232488035845654e+00,2.976124380052329599e-01,2.599628794756181360e+00,-3.894163222434311455e-01,1.251920612312653169e+00,2.349594663471036071e+00,2.692531636997405720e+00,2.959467324934341725e+00,1.380784904157158710e+00,-6.617934904627279513e-01,1.503022250012270300e-01,6.428486370400949834e-01,-3.951966564408222027e+00,6.795960355023835664e-01,-6.245072004933718834e-02
1.559362921383512735e+00,-4.304883594282976067e-01,-1.351950358048966461e+00,-1.973590600850259946e+00,-1.367435659844784102e+00,6.747772864296927020e-01,-5.528682780892827386e-01,-7.481640800360912502e-01,-6.757800121740116239e-01,1.816766104738253285e+00,-2.484829881575461030e-01,1.047978578721278309e+00,6.327982370918352473e-01,2.777553907935363386e-01,-1.174219693266045805e+00,1.390929796428230336e+00,5.683354088068721666e-01
-7.670457620932267240e-01,7.975621577811585761e-01,1.213424549496832094e+00,1.723825956485283584e+00,-4.739949344610596693e-01,-4.210133658559880865e-01,7.866487240590721575e-01,-1.092789019930188177e+00,-1.440601461627485369e+00,7.980094628852413274e-02,-8.221668301199203110e-01,6.002820201740244332e-01,-3.261528463629037589e-01,2.694470006704888787e-01,-1.170081232417132355e+00,2.287595426855803638e+00,5.564371663659718470e-01
-5.333440931440287525e-01,5.906616807340725472e-01,-1.463952864642230622e+00,-1.682724220316159647e+00,4.324408516970591476e-01,-3.365827883658395470e-02,-1.486155769819057504e+00,9.683375316838482849e-01,9.303101653756520317e-01,-4.419655478582735220e-01,-4.097907070767123350e-01,4.514147674059100224e-01,3.885987527285116316e-01,4.273391759477703222e-01,-2.205518032338500412e+00,2.891471533633930058e+00,-1.797248770054567790e-01
-1.095760888918158177e-01,1.481640608202944298e+00,1.762209339830678179e+00,9.829130249575702694e-01,1.743025149275518215e+00,1.233112407214298933e+00,3.694632684668749389e-01,2.530538414024768867e-01,-5.785951012467548393e-01,1.023986703774223628e+00,-1.607478152300556351e+00,-1.536488260968191355e+00,6.850967792818514202e-01,1.059381064587985311e-01,-3.638173177060409103e+00,4.043918739844904131e+00,-3.382636342930011586e-01
-5.475124675398811425e-01,1.045251747081742844e+00,-9.161866020432125612e-01,-1.494063992774480987e+00,-4.139639813842067362e+00,1.483794367987583573e+00,-1.591887355579319208e-01,-1.506558114924823277e+00,-5.216581802965821746e-01,1.014023302639046387e+00,-2.125424775340079009e+00,-1.074425332367028085e+00,-4.099284134907232868e-01,9.346632348399208645e-01,-3.463530865017431015e+00,2.951536208125152161e+00,2.178516279179704418e-01
-8.438296062801226016e-01,1.600173650991637553e+00,7.644340936938250897e-01,1.773768854523235294e+00,5.113487622645295438e+00,1.309349592163095544e+00,8.233010736435497634e-01,1.385761481638567938e+00,8.840105816537661143e-01,8.775592336416042638e-01,-1.098406815094311817e+00,-1.346409029606216168e-01,-9.354242953388663961e-01,1.181081612304552664e+00,-3.899711200113097576e+00,2.415237425072825239e+00,-1.087653989262430398e+00
1.944005600887419360e+00,-1.427147452243841208e+00,-8.743717470125144109e-01,-1.413139966750558418e+00,-6.018178855351449030e+00,-1.015113229212926793e+00,4.487799671042178584e-01,-5.464741158142772948e-01,-1.412333199246940785e+00,2.263811028252766810e-01,9.573445420921040672e-01,-1.005451986331268976e+00,-7.922392226222745304e-01,9.815614449030705124e-01,-4.713902998792772081e+00,1.137551581507562526e+00,1.891683782904336253e+00
9.274773658178320224e-02,-6.841795590637843316e-02,2.359552637531545205e+00,9.726808351337300484e-01,6.881871704663682365e+00,-1.264931265600689470e+00,-1.611273394615864829e+00,9.309304578971393518e-01,1.185555013240496391e+00,1.999167337149631019e-01,7.568572783882226984e-01,1.822419809244210931e-01,7.093362036845614060e-01,1.367013792818472240e+00,-4.624761752983462593e+00,3.435673813942225152e+00,5.645358282898492730e-01
1.450774690677319123e+00,1.131586645450624706e+00,-3.375315151669031621e+00,3.788334696254317402e-01,-6.357460583677649879e+00,-3.414441729497255662e-01,5.263626579071414291e-01,9.469511516804144380e-01,-1.678304799153154392e-01,1.359721575171714214e+00,-2.172986187891460919e+00,-1.020799026240149371e-01,-2.351214189216060957e-01,5.827840845717570106e-01,-4.090235847186195706e+00,2.029788365188158306e+00,1.352461599627806210e+00
-2.723005928819268173e-01,-1.138950753959093287e+00,4.700038617794705331e+00,4.392347065443407139e-01,4.278130477159780121e+00,-3.809393518457075967e-01,1.512921209727820626e+00,4.283998980261658485e-01,9.731434258580494712e-01,-5.829489388733122279e-01,-1.723212324481504076e+00,2.440084541286618308e-02,-8.824603912143499373e-01,-5.300174713446766939e-01,-2.691355559308954426e+00,4.269587927824948004e+00,-1.437975525037409774e+00
1.220438988712661654e+00,1.878543451029624389e+00,-3.186340825760892947e+00,-2.511368168520534683e-01,-1.912333983489657552e+00,8.828418156990081034e-01,-1.537460249453032946e+00,-4.524297256129297118e-01,-4.780388165331487249e-01,-1.579510466514285394e+00,-1.926585293400006504e+00,1.209122197233893220e-01,3.785897239414278137e-01,-4.358270548774829112e-01,-1.844743783508020263e+00,3.117092502107566165e+00,-2.876595385057501356e-02
2.078176160091077751e+00,-6.446698942448561009e-01,2.905135518745778800e+00,1.401817315621621152e+00,9.489919062429761354e-01,7.774370133050935161e-01,-5.425864057980386290e-01,-6.397367784018682668e-01,-8.461053224788018801e-01,-2.011744828019887521e+00,-3.260230269819323734e+00,1.305659936832923362e+00,9.327318993521866997e-01,-3.631998250975098652e-01,3.164748807068236136e-01,3.852689556817059824e+00,2.258954139113999116e+00
-7.205393190785549518e-01,2.269607205560103758e+00,-2.293013671032110068e+00,-3.044725607916327625e+00,-5.163510054725604093e-01,-5.025477875345851775e-01,1.611015117824192489e+00,2.196513721414339870e-01,5.843057795852458769e-01,-1.839660001798914424e+00,-3.293843055559725119e+00,-1.295618071819568229e+00,3.560014735721983570e-01,9.686645936319737693e-02,8.813093927495788682e-01,4.617237752100325388e+00,1.367456185433418847e+00
4.274131163395243349e-01,1.541436256866644650e+00,3.059748207634149342e+00,3.924915096292954875e+00,1.638737768041709453e+00,-9.837722099041661394e-01,1.718779029851100093e+00,-2.593228606832674310e-01,3.217696131302442142e-01,-8.895731019876993440e-01,-1.514405214200195804e+00,6.709936112483816384e-01,-7.519033275864467347e-01,4.137562235032092861e-01,8.609207891560731740e-01,5.414831424244226810e+00,1.539096891453286986e+00
2.523267828290542969e-01,7.599103869284504764e-01,-9.609394129586994460e-01,-3.710326524247369306e+00,-3.166436063721818961e+00,9.047684398152248120e-01,-6.980619583810671047e-01,-1.258390608526143706e-01,-1.424097427938316951e+00,2.153277124469163972e+00,-1.186888820691096136e+00,1.198276751326657452e+00,-6.995458455707448397e-02,-4.071203982836632540e-02,1.255035501236513085e+00,3.212456714413683745e+00,-6.795368214810418861e-01
4.551006580339490570e-01,-4.305508450184307168e-01,3.449509114967476142e-01,4.199839870498050409e+00,3.448367256121958491e+00,1.667798754063795075e+00,3.707523152166861680e-01,1.697473817467684887e+00,3.541872748561158968e-01,1.484757122944709629e+00,-9.051041804703081617e-01,6.326050564905385531e-01,7.898743762687088221e-01,-4.589548232058826560e-02,3.017535885211866109e-01,4.604380895737406831e+00,4.657328023347258317e-02
-9.643875569988374918e-01,-5.383437477241861391e-01,-3.795300165135397918e-01,-5.423238201868400665e+00,-2.112517659656284685e+00,-5.512273960744079604e-01,7.126509103052585115e-01,-1.403854514329508918e+00,6.294356156429321558e-01,-1.609870816816658223e+00,-9.417610978567872992e-01,-4.549811734686622922e-01,7.448813904368175587e-01,-7.034977632668354408e-02,5.130858999806202636e-01,4.613525247452165523e+00,-6.392286511087308387e-02
3.609004541531736776e-01,3.838228239962954702e-01,1.022219408966374310e+00,5.893688927028036595e+00,2.284445374942962736e+00,-8.855964598710843738e-01,3.859745731864953622e-01,1.434236608057664952e+00,1.282142243572762075e+00,-9.398799956468163463e-01,4.190806923175784959e-01,-3.196480295355787482e-01,1.187110437891574666e+00,-2.429414842893041215e-01,4.862999302153196979e-01,4.790828610189379333e+00,9.789681991742493761e-01
3.672268635703350159e-01,-4.425767807224733064e-01,-1.251159054617376976e+00,-7.058492986577891593e+00,-2.833134192941896945e+00,-1.249042749715770562e+00,-6.098479040990621020e-03,-1.835003446931336768e+00,-2.651809171297677015e+00,-2.330326724388539494e-01,-6.302130333468685119e-01,5.610661229377690296e-01,-1.130466334529307115e+00,-1.014461132666863552e+00,-1.541540992771982532e+00,5.418892865471751641e+00,-3.256347099641896947e-01
1.198657694839093901e+00,-8.454586099992410508e-01,-3.254146286478210026e-01,5.248181760030475651e+00,1.822310675523517887e+00,5.014128442972642929e-01,3.826737023790161007e-02,1.329264448340778060e+00,1.009094573435866948e+00,-4.174165308330041735e-01,-1.522644466002943897e+00,-1.129567315780737546e+00,7.096083400334185498e-02,-2.323113406064556408e+00,-1.022310259719982461e+00,2.528128405683164992e+00,-5.072423080370966897e-01
-4.652606177121166864e-01,8.025577659529362085e-02,-3.355947122177048714e-01,-3.822755675103535644e+00,-1.797860346733411552e+00,4.953504669886127920e-01,1.240827426218495511e+00,9.234508081332905016e-01,4.293026079149846463e-01,-9.956698329606905595e-01,-8.805719804200881073e-01,-3.563468018564438511e-01,-1.169901295317238521e+00,-4.186938074045087887e+00,-1.460046339407130578e-01,4.142639387454953415e+00,8.968248441890768197e-01
-1.911490631192322542e+00,-1.580052415012897171e+00,1.031828691632732831e+00,3.958278394003108769e+00,2.118675359608717557e+00,-2.497367287241028855e+00,-1.359717350885545573e+00,6.923536196728784509e-01,-4.424091454779953692e-01,-1.272445615889903570e+00,-2.967379607923081863e-01,-3.727029182520723016e-01,2.019491076329503088e+00,-5.237676884279978573e+00,-2.188547651641109537e-01,3.494193488433623873e+00,9.437059594640015980e-01
7.449708915042861923e-01,1.244175567638335256e+00,7.730566555827161901e-01,-4.192879896736124046e+00,-1.800900448990654379e+00,-3.668250340193635051e-01,-1.136956282856374401e+00,-1.964833577098689332e+00,1.468134061223686615e+00,-6.489580396812200114e-01,1.780694304707667319e-01,1.659058036207469444e-01,-4.936282855050205809e-01,-4.590555723180120395e+00,4.371928915008131966e-01,2.697346250386353006e+00,-7.856131643082709948e-01
2.582017021898096454e-01,2.638478789368422506e-01,-8.427160708353900187e-01,2.128910211902049987e+00,2.125035646104803888e+00,5.204232271269749743e-01,-1.288606178424810178e+00,1.830443337841060059e-01,-1.856087171689630555e+00,-2.349411636637467993e+00,-9.918364511614381485e-01,5.726533503314982232e-01,8.683535036008015462e-01,-4.423506197439839305e+00,2.449280497259943790e+00,2.605976393684580561e+00,-4.971004497279106205e-01
1.021465180017279595e+00,-7.876682823361819130e-01,1.989387438081037462e+00,-2.204302674631850589e-01,-2.695456796522449405e+00,-1.573788225594756618e+00,1.071975097051527603e+00,6.169986057136095381e-02,-6.187681853439332968e-01,-3.473953063590276003e+00,-6.096977809322068342e-02,-2.078872456500497345e-01,-7.624806849962766364e-01,-3.644317877350570445e+00,3.223641700755508932e+00,3.000808621514329033e+00,-2.964573836325189449e-01
3.646923452643164310e-01,3.811168751890920969e-01,-2.316700426413931257e-01,-5.388928153829223300e-01,3.314125855491403261e+00,-2.284113724524363231e+00,-9.521700241488496586e-01,-2.090484147590457586e-01,9.008599673943291641e-01,-1.926140923449169318e+00,-1.066768110634409794e+00,1.158587158675405293e+00,8.979110497575137906e-01,-1.663395279981003227e+00,2.817303121153047929e+00,3.493237374367756054e+00,-2.868340614064013305e-01
-1.958395843319751917e+00,3.387863313999274761e-01,2.664338137737387591e-01,3.169555075912110720e+00,-1.934914446728924764e+00,-1.478001927933975779e+00,-4.360465619006992366e-01,1.077253928226919344e+00,2.026685995378537886e+00,-1.459528783848746958e+00,1.521945783040455247e+00,-1.632652500690800479e-01,-2.425652364254078819e+00,-8.378078679879892299e-01,2.723207762705429857e+00,2.524140059129234004e+00,1.096798511301758872e+00
-1.702325455890472128e-01,1.186749781663182235e+00,-3.210706255396044706e-01,-5.033148585395354146e+00,-6.012981986807167667e-01,-3.631889196162693123e-01,6.923023651012464308e-01,1.078213130833135969e+00,-1.308333190103011745e+00,-2.084894325928440040e+00,1.234922038797959809e+00,-1.485005849619248364e-01,-9.199100100059087737e-04,-1.896943773264306188e+00,2.346012825505825905e+00,8.924947736130970366e-01,-6.293091523993820102e-01
4.143543117478263628e-03,-1.242270423764090470e+00,-1.593000036811295761e+00,3.819974267348784647e+00,2.876007309340991469e+00,3.416821045169016191e-01,2.535282077067197992e+00,-5.549699491897257531e-01,-3.006063612582920430e-01,-1.952619531365597627e+00,8.251838274571852150e-01,-3.094703397042798954e-01,2.012861557781040478e-01,-3.679135674866142125e+00,2.157118676265751489e+00,1.938791455913690509e+00,2.161301221934739947e-01
-6.289831850958376158e-01,2.330310160410734299e-01,5.199724187212251270e-02,-2.439256939699251170e+00,-5.369526653701792718e+00,1.599285165691816557e+00,-8.351371164265478653e-01,1.491882390645667300e+00,-2.774041054675732143e-01,-5.256971190057435628e-01,-9.977516585372996349e-01,-4.982799432322495559e-01,1.407293572530032844e+00,-5.305355723369673981e+00,2.339432861888350423e+00,1.840729886670464666e+00,1.092384871346712805e+00
1.775690591314169342e-01,2.142641658619114098e-01,-1.628484215257778978e+00,2.094865778556447733e+00,8.045192346868033084e+00,8.271067267329567096e-01,-8.739853975946302311e-01,-1.041007279371487737e+00,2.133108892445317650e+00,-1.327628674406820419e+00,-6.746516816117604787e-01,-2.114403414309649065e+00,1.363054051791840582e+00,-4.531365414202177533e+00,5.869446002712370714e-01,6.880954311138219870e-01,-2.637383607929797424e-01
-1.962326274091166001e+00,-8.920151365233788265e-01,1.568715604808705422e+00,-1.229441112885500731e+00,-9.713721320744815202e+00,-2.497096038291063969e-01,-1.151916421637408705e+00,8.072149115791980023e-01,-1.425185775033402713e+00,-1.265363104207485545e+00,2.775479821725815310e-01,8.765691402005502952e-02,-2.805888054279791266e+00,-2.818193768933650034e+00,-1.507828702985691383e+00,1.062412350535189010e+00,2.767432013167040461e-01
-5.039552337894006584e-01,-1.120315868702333184e-01,-1.056228788897887183e+00,3.290842292554206905e-01,8.040523749274074206e+00,7.670227281660084717e-01,4.164794204964900048e-01,6.064949144902165301e-02,1.376238123802970836e-01,9.086516988974073783e-01,1.304084673357310820e+00,-7.749066424529056363e-01,1.436483313394110173e+00,-2.424389563292619343e+00,-2.564092741830939381e+00,2.118184467996454323e+00,4.761208236389679604e-01
7.309598824193277444e-01,-2.279414082716460843e+00,2.841753382597659527e+00,-1.001945804194517731e+00,-6.020707933229827447e+00,-7.933247956344882112e-01,6.807025015727797834e-01,4.221455934505127239e-01,4.934333588550056104e-01,1.263129540874278423e+00,-6.070477820163477922e-02,-6.070942489004584885e-01,-3.211212094059240907e-01,-3.635523145683190904e+00,-1.426758007447021637e+00,2.146342646905302409e+00,-3.374512320426543699e-01
7.995606444755989362e-01,7.001452049411075462e-01,-1.407246764737044353e+00,1.694320030996606219e+00,5.301378776504026114e+00,-2.286089957383063975e-02,-2.706023327140202536e-02,-1.432048125569993502e+00,-6.966913041321670663e-01,1.272473773882775827e+00,9.106784823664509920e-02,1.421794058777708036e+00,-1.784054853547890174e+00,-5.345544776567977330e+00,-9.760353568049282558e-01,1.565527229699983147e+00,-6.745667407458627585e-01
1.977125953398733094e+00,-1.914792378015565608e-02,9.161600870734636359e-01,-2.331895309132652194e+00,-4.044202998552995254e+00,3.034779187547888557e-01,1.556628878224473711e+00,3.496048606603197051e-02,-7.916582841435640394e-02,8.098667402387582648e-01,2.935710853465818559e-02,-4.839137644901475577e-01,-6.704777228453961957e-01,-7.566596116145213102e+00,-1.182487227541815233e+00,3.212680171073540869e+00,3.148336281358965483e-01
1.752971775667597099e+00,8.575605580267693373e-01,-5.782055338631495456e-01,1.752528971407684377e+00,2.131501309628947460e+00,-2.636310591473278730e-01,-7.592029794133727805e-01,3.634627762013377672e-01,2.714933178353125531e-01,5.561508365517140451e-01,1.501045675323693818e+00,-4.964111136054492890e-02,-1.397829177336358253e-01,-9.322893640537801119e+00,-8.554948268707618375e-02,2.036308743545855560e+00,6.665704917946613239e-01
-7.570714530651210250e-01,2.846179983898180499e-01,2.452630552273631359e-01,-2.475372649966366190e+00,-2.139583559280873626e+00,-9.043736668101459708e-02,1.096742174773880640e-01,-2.079650808878625301e-01,5.583467386757032802e-01,6.199076776636501807e-01,5.215272574021767582e-04,4.289038248142356541e-02,4.069213385090734159e-01,-9.220817392747978403e+00,-1.270749200183481697e+00,5.567680258127583048e-01,1.109955407387518855e+00
1.478443953014256129e+00,8.816053775499834710e-01,-1.231946977100109697e+00,3.645374385211188617e+00,3.283293699708780711e+00,1.653665442448613465e+00,6.952543324140931791e-01,3.202157406407790119e-01,-2.007863627705238851e+00,-5.839328121961158136e-01,-6.257841151922317602e-01,7.844461924553388643e-01,3.411657032516614563e-01,-9.026431022447383157e+00,-3.597672460177368414e+00,1.921765758337984131e+00,-1.508704129621882384e+00
-1.643932529022169353e+00,1.313368031477840925e-01,1.014189011959455433e+00,-3.440743838489653150e+00,-3.784567750752802162e+00,1.507045139513326637e+00,4.204932690163331599e-01,1.061399736528630289e+00,-5.351183226964275619e-01,-1.822073330608730446e+00,-3.744739302176736118e-01,6.692248558670024217e-01,1.571835662286356738e+00,-6.751495323422444628e+00,-4.591565147519587775e+00,7.602531223783433045e-01,8.361388599592491921e-01
1.390064998494243920e+00,2.522477210866580499e-01,-8.201374455399302876e-01,3.041320818399281034e+00,5.418823439491504246e+00,-2.070640509047505518e-01,-1.792856559285422646e+00,1.848583808521402361e-01,1.365361626023355868e+00,-3.122735255977771907e+00,-1.251177304487383513e+00,4.354757720102706564e-01,1.191323287067911907e-01,-4.389228417354852141e+00,-6.070131333676150653e+00,1.820956687237399008e+00,-1.355091992841428672e+00
-8.249835199287258725e-01,-1.257700621945421871e+00,-4.268153106044507705e-01,-1.864890948652310643e+00,-5.570858679561994542e+00,-8.260172881422178648e-01,-3.831786472912492858e-01,2.277958350043834401e-01,-1.164790205988651683e-01,-2.386438340753793685e+00,-9.718759433959323069e-02,1.162502986569592250e-01,5.675121262492115459e-01,-5.325040853925025353e+00,-6.451656820321079344e+00,8.498457040471878443e-01,-9.145818174980938631e-01
1.183538080314518126e+00,-1.834130008033964254e-02,-1.843974199078733722e+00,-5.633333620528757635e-02,3.985836527465267398e+00,-2.166046033548692407e+00,4.218177367184596238e-01,5.280671738557392025e-01,-1.124423017505599143e-01,-4.665584607917605542e-01,4.393190485579077098e-01,-5.890853744424263683e-01,-2.604257059146993569e+00,-4.978239928065947062e+00,-5.419155726941073503e+00,1.822476805448188353e+00,-7.003786536205615088e-01
1.853024336140586537e-01,7.087555259280458042e-01,1.248707633615191659e+00,-9.671198636638340673e-01,-4.405990948227544557e+00,5.519198342051644390e-01,8.264413604021343396e-01,-5.795514416245559630e-01,1.054773578923617672e+00,-1.003717737420671163e+00,-6.213674057077375190e-01,2.440895652259920390e-01,4.065494783158297154e-01,-3.245423120770203784e+00,-4.406524173913490827e+00,6.495628916706549516e-01,-6.541115654656498579e-01
-1.347274851784192595e+00,-4.756926697488473299e-01,-4.229811416298722149e-01,1.436153664304647082e+00,5.166772591356017408e+00,1.283009833006227174e+00,1.386058110132605492e+00,-1.497182377053461466e-01,-2.044513554236280228e+00,-2.177895845641561134e+00,-7.973667303768408043e-01,-8.998474929830457825e-01,-1.452662959849376767e-01,-2.831981469733827694e+00,-3.712462851071906211e+00,-5.062802693114254460e-02,-1.719124926652950913e+00
2.270656479779829817e-02,-1.635976086263953577e-01,-9.248958656054596661e-01,-2.411064701658375498e+00,-3.913876575910232969e+00,1.036477471307608811e+00,1.084614004256094499e-01,-4.698190422904766628e-01,5.998686357975082650e-01,-7.884848203893771723e-01,1.220023750251093109e+00,-3.293629586812414911e-01,-2.230946969883973452e-02,-2.217975470746950784e+00,-4.134609546830524174e+00,7.956596652065028863e-01,-1.161593114607222033e+00
-5.795261207084297927e-01,-8.369723638341532990e-01,2.716849140087568282e-02,4.551272527064783802e+00,2.438988149624236712e+00,-3.319782730332110354e-01,-1.037250647579169627e+00,-3.135947715450276285e-01,-1.232452932676100454e+00,3.434279768004929734e-01,-4.338142740849437740e-01,-1.124472537697267516e+00,-5.125889103029540594e-01,-8.238202441198375636e-01,-4.110827999824732792e+00,-1.817484702971194910e-02,2.252608671559645614e+00
8.012898733290980680e-01,-6.429920922715701703e-01,9.861475114676693243e-02,-5.142666260088915919e+00,-2.173063545515725892e+00,-7.654118447672779713e-01,-6.964008013860635282e-01,-9.038854892897473237e-01,1.619027250049880351e+00,-9.126313892700804731e-01,-8.388277983764752532e-01,-3.184311307677975544e-01,7.029231963257160931e-01,-1.584882261238293788e+00,-2.447488238501620117e+00,9.051616958946970826e-01,1.176186498606344166e+00
-1.440440909228348221e-01,-5.042321189699946471e-01,-5.165506952875086322e-01,7.971016622099517335e+00,3.075771960065167843e+00,-1.600113398284885857e-01,4.120872297710235221e-01,7.312980754007474271e-01,-6.258794467366151082e-01,-5.059764333749506848e-01,-1.730095667289053729e+00,-1.594658169144755222e+00,1.548775896672174968e+00,-4.059803520934017307e+00,-2.970203970029527518e+00,1.024610578251127224e+00,-2.844654622940831490e-01
-4.350636800912199287e-01,4.045364239030017073e-01,1.195416414498334357e+00,-9.237440348991420080e+00,-3.146019861391953221e+00,1.921681038330881885e-01,2.258861955145186340e-01,-1.259741146326054162e+00,1.047919124417112435e+00,3.270854048627060418e-01,-1.448089046102013722e+00,9.811850692124389761e-01,-1.795267153457364095e+00,-5.590684302668107009e+00,-3.625648908724601771e+00,1.750648161533463920e+00,-2.632439359072874741e+00
1.914754557035372562e+00,3.087585184568809038e-01,-9.846526256274498179e-01,9.435951767834183102e+00,2.468551849126184639e+00,2.212121002321447261e+00,8.354041133957293974e-01,1.075159440666991095e+00,-2.618730877012610536e-01,-1.030325177042317630e+00,-1.714772321490047435e+00,6.926858211151377676e-01,7.995299032578662146e-02,-7.209923356837806274e+00,-3.196019814318926677e+00,2.466363555772652205e+00,-5.604820733711097791e-01
-3.001020782951870358e-01,1.879838242541584103e-01,1.655714859404496808e-01,-9.620611765737306698e+00,-3.800422631384408056e+00,1.612474485701869575e+00,-1.090252697451482344e+00,-1.274405501235780003e+00,-8.537331198656683551e-04,-1.325557684981506501e+00,1.615211516166101813e-01,2.082182997953029024e-01,8.144133232999114513e-01,-7.783452898576131318e+00,-2.364651535218588840e+00,2.418358806875697375e+00,-1.335985697990874632e+00
1.129439101832901748e+00,-1.509116600556322352e+00,-8.410089133020290930e-01,7.160302104661473876e+00,5.765042844146435641e+00,1.370491025095214921e+00,-3.553653147497051190e-01,-1.084727389215114801e+00,-1.992989823807386207e-01,-1.082202463128278502e+00,1.897890326683603912e-01,5.181564376253421367e-01,-1.248101474488118257e+00,-7.382513326034900736e+00,-6.331024721516995690e-01,1.664877079226711132e+00,1.814971578374738881e+00
-7.418469669634875086e-01,-4.421049233622181274e-01,5.553304347017147258e-01,-6.590278973094319426e+00,-5.693529578743031117e+00,5.214908741297030748e-02,-1.867726229740283905e+00,8.149876979758552409e-02,4.434374581015190775e-01,-1.347231264996262556e+00,-7.376980818934859574e-01,-1.607835883617376949e+00,2.210071182242449694e+00,-8.659777658564262737e+00,-1.387145782593272036e-01,1.208125019107385345e+00,-1.584009500140886928e+00
6.411262655654322018e-02,-1.618801627086385420e+00,-1.945189150491615226e+00,6.307939065172260662e+00,5.542504611864750075e+00,-3.580882152441522415e-01,-1.089725930248138797e+00,1.253615231530856633e+00,-3.455065985732342360e-01,-3.590861533040848208e+00,-2.467715564051260912e+00,1.430304304951048655e+00,-1.964487853536743156e+00,-9.654457923517346885e+00,-5.234768293951169715e-01,1.977503087581808483e+00,-2.436868445727670973e-01
-4.697216133139895944e-01,7.131548900994254536e-01,2.515117168494665378e+00,-4.430510389120582815e+00,-6.573779635459169768e+00,-3.319723032408175012e-01,-1.049134042325339022e+00,3.326598643991645066e-01,-7.770344923801638659e-01,-3.272143277029055053e+00,-2.727869247926673069e-01,6.903838376608860405e-02,1.060848835930639500e-01,-9.131739893189582347e+00,7.158403335139762458e-02,1.008558928161729540e+00,2.092819595054465687e+00
7.420833272484170795e-01,1.326102901300401982e+00,-9.416618867256997261e-01,2.895202998365881353e+00,7.668332497165737394e+00,-1.105426505353767075e+00,-7.143686403850565969e-02,1.454292998204583243e-01,2.477465823935250944e-01,1.955830657568297548e+00,8.677185732585458444e-01,9.695462248432628050e-01,9.271921025407003913e-01,-9.969162923294843992e+00,-6.175773600405896069e-01,2.958433019365367844e+00,-1.413518862009918386e+00
7.889559927525469085e-01,-1.261149093023612888e+00,4.109811760460369001e-02,-2.275988200882097523e+00,-7.791978182971623923e+00,1.405241724661616676e+00,8.113111041118828970e-01,6.732316028255417306e-01,7.281267927712518073e-01,1.715978164570311160e+00,-7.260356580980228403e-01,-5.005872171392277137e-01,1.002011049404099907e+00,-1.151741665447485907e+01,-2.368146879597566645e+00,3.251065645909603674e+00,-7.383227227582375152e-01
-1.121457770532271470e+00,5.617990160007277911e-01,2.398947783853280225e-01,1.945659199489498281e+00,9.564579029815678979e+00,1.358521554230145645e+00,2.812356795904960460e+00,-1.170161630408272035e+00,-5.156217421947353330e-01,-6.098477189783563235e-01,-1.868710193829122623e+00,1.723334592729121484e+00,-1.452698292769977417e+00,-1.118216705032774527e+01,-2.415775394098569784e+00,2.116362883484454116e+00,-7.981968314454271907e-01
-1.236718645936985883e+00,1.829245811112708120e+00,-6.593971288942990228e-01,-1.049720591411348547e+00,-1.174455184405920249e+01,2.119242321287129638e+00,3.360832440571045465e-01,-8.955985408231876832e-01,-3.235050512492909647e-02,9.524950426981593221e-01,3.405932320041539230e-01,-8.060680860374931644e-02,-1.256916824826797230e+00,-1.030860499131967600e+01,-3.051559446491315608e+00,3.111399895600877485e+00,5.251769752898787225e-01
