ylogistic,xlorenz,ylorenz,zlorenz,tent
8.747988746599473231e-01,4.687579264520835842e+00,8.317153417857374720e+00,1.201857954847040411e+01,-1.189091504429934831e+00
4.161980535038209417e-01,5.413494095188143618e+00,9.649093852023813866e+00,1.215733495724638580e+01,-7.314649486034218162e-01
9.233134883011157035e-01,6.260614046555277312e+00,1.117139544820314434e+01,1.255365001136352099e+01,-1.501514612090967260e-01
2.690616243648964456e-01,7.242770326884850896e+00,1.288204025337641134e+01,1.328291791601035321e+01,9.563000050074287328e-01
7.473363733042751589e-01,8.370624312183162274e+00,1.475624835663386136e+01,1.444052880509428505e+01,-4.450664769151632116e-01
7.175339300746153004e-01,9.647749121073301737e+00,1.673114817438968416e+01,1.614074749383563301e+01,2.792502389512138139e-01
7.701801592119109641e-01,1.106442893173657893e+01,1.868482706976056207e+01,1.850826602937803855e+01,5.963796762171474919e-01
6.726101899592604738e-01,1.258850855934137591e+01,2.041154284750328074e+01,2.165589733211428225e+01,4.156013407713265995e-02
8.367817448244663225e-01,1.415311541697375652e+01,2.160056780527361298e+01,2.563993377797135409e+01,1.673220742746483580e+00
5.189966141413545619e-01,1.564260589463372852e+01,2.183660224180959375e+01,3.038677722755031496e+01,-1.293972133509694977e+00
9.486286888744249746e-01,1.688140516406890157e+01,2.065316188639627981e+01,3.559777636767768882e+01,-8.563696066870586376e-01
1.851827381714946930e-01,1.763575650853437793e+01,1.767487582449325956e+01,4.067231616920210513e+01,-3.168452043316344335e-01
5.733823482882488554e-01,1.764358037172615568e+01,1.285166066081916370e+01,4.473732210069820781e+01,5.160260920655931338e-01
9.295371176468680829e-01,1.668519642954475657e+01,6.688501693780033897e+00,4.688631774424725052e+01,1.638382732110309492e-01
2.488918853417583232e-01,1.468585748239181221e+01,2.522932320331934264e-01,4.661769342282198636e+01,9.079576553883023093e-01
7.103899160605766649e-01,1.179914463232008970e+01,-5.221088477776012482e+00,4.420551928925971197e+01,-3.835245577367712988e-01
7.817971162360893844e-01,8.395098010300870328e+00,-8.940892026937060422e+00,4.061580403208414225e+01,3.872008264939869049e-01
6.482434640678909066e-01,4.927900002853284001e+00,-1.088029241296022498e+01,3.694843451972656823e+01,3.804975410870999886e-01
8.664907263723772290e-01,1.766261519690582205e+00,-1.154462637460687979e+01,3.390551148508372847e+01,3.927476259487964194e-01
4.396012804355798331e-01,-8.959160591689103725e-01,-1.152234740091862619e+01,3.168940095271913293e+01,3.704508931760180923e-01
9.361375797649185149e-01,-3.021202327518853537e+00,-1.122579258165517047e+01,3.020576069009023712e+01,4.113404626225859451e-01
2.271792437638374684e-01,-4.662120378346116922e+00,-1.086799574340506247e+01,2.927309460013756848e+01,3.373351850409206376e-01
6.671615728735678097e-01,-5.903295451357905677e+00,-1.053192942295968670e+01,2.872522097667238228e+01,4.748181529239211551e-01
8.438166325068524598e-01,-6.829022245678261882e+00,-1.023566696064410486e+01,2.843667101238146344e+01,2.298520585367943569e-01
5.008024682042622189e-01,-7.510351188671430478e+00,-9.971312900279306390e+00,2.831804050585963850e+01,7.143830578403725928e-01
9.499975529701684129e-01,-8.002543530993005305e+00,-9.724114724449147928e+00,2.830550624607834109e+01,-1.266628089037643567e-01
1.805083688192697933e-01,-8.346857769684234540e+00,-9.480735889295521801e+00,2.835223227394298462e+01,1.049583062900504959e+00
5.621153709008097632e-01,-8.573633393606492348e+00,-9.232320517659720949e+00,2.842280029973050048e+01,-5.616084238982728127e-01
9.353383866518483192e-01,-8.705370818417138778e+00,-8.975175411934602110e+00,2.849000824689192157e+01,9.355012536364037956e-02
2.298258586079900689e-01,-8.759331737120630734e+00,-8.710357833830377317e+00,2.853318574281562903e+01,1.214618405407609458e+00
6.726225466277427900e-01,-8.749536956462579340e+00,-8.442743661177265935e+00,2.853735411284308299e+01,-7.620634612211952819e-01
8.367655343038604698e-01,-8.688178297405515949e+00,-8.179856794573165502e+00,2.849276384703966514e+01,-1.917716189396460047e-01
5.190381046391344677e-01,-8.586513996839045149e+00,-7.930635255449780985e+00,2.839451086076746122e+01,8.193656489827839673e-01
9.486226921726476080e-01,-8.455338248561192316e+00,-7.704273089783089112e+00,2.824206716068809087e+01,-2.682982595064508091e-01
1.852031842575102838e-01,-8.305125216805571142e+00,-7.509252433537694671e+00,2.803866827745279977e+01,6.211601005422781041e-01
5.734312662338781896e-01,-8.145950660151996203e+00,-7.352644487143667362e+00,2.779057827089130228e+01,5.256681177796429516e-03
9.295098267292992711e-01,-7.987289425550330613e+00,-7.239710378850457317e+00,2.750629968072198395e+01,3.208573921980904409e+00
2.489809732232758088e-01,-7.837773616210355954e+00,-7.173782718064650510e+00,2.719581027414426444e+01,-2.961399514841276837e+00
7.105599031450515746e-01,-7.704975436581214865e+00,-7.156368204018147772e+00,2.686989675784469611e+01,-2.699099813227038958e+00
7.815252033126767195e-01,-7.595253990068601802e+00,-7.187389194369933065e+00,2.653962842196812488e+01,-2.418919003428526615e+00
6.488255276190728615e-01,-7.513681030928868410e+00,-7.265479271583122234e+00,2.621598250193077462e+01,-2.117066169578219359e+00
8.658336568498374852e-01,-7.464040679059719352e+00,-7.388260454833218027e+00,2.590960664416448722e+01,-1.788043527739716865e+00
4.414297949603263049e-01,-7.448884634214419265e+00,-7.552550866600402202e+00,2.563068648812298278e+01,-1.423263843858293853e+00
9.369642181101202061e-01,-7.469617880691616030e+00,-7.754474709513540454e+00,2.538887814407660670e+01,-1.007721056111112512e+00
2.244366339473629068e-01,-7.526589246456000915e+00,-7.989466865396670947e+00,2.519326390197025489e+01,-5.096420589447276939e-01
6.614463589010132205e-01,-7.619164770244134743e+00,-8.252180522750148128e+00,2.505229186841206257e+01,1.738999693632847787e-01
8.509532781508998278e-01,-7.745767920745337598e+00,-8.536318391278284068e+00,2.497366409776273954e+01,8.746496423022205313e-01
4.819608269095210784e-01,-7.903878014851926537e+00,-8.834417934431703756e+00,2.496414216901069594e+01,-3.405998081791312693e-01
9.487634352900047308e-01,-8.089985998767881270e+00,-9.137630575074517481e+00,2.502924448704949256e+01,4.683979423808575238e-01
1.847232407575122026e-01,-8.299514914029208157e+00,-9.435545373683668302e+00,2.517281751602551054e+01,2.403792454303539383e-01
5.722821473099066747e-01,-8.526721005960100186e+00,-9.716119330018562650e+00,2.539647623952188837e+01,6.877771140863866428e-01
9.301461064850218285e-01,-8.764600670771793389e+00,-9.965787358177889743e+00,2.569893028250107392e+01,-8.968677701270699743e-02
2.469024428879497690e-01,-9.004838008253011949e+00,-1.016983075480400700e+01,2.607524359871944952e+01,1.237647057646448445e+00
7.065781810188672685e-01,-9.237836557563211315e+00,-1.031307653168551397e+01,2.651611751048826804e+01,-7.895543709367603968e-01
7.878367294823571676e-01,-9.452884552387672557e+00,-1.038097227922659194e+01,2.700733488470259402e+01,-2.287031282053942904e-01
6.351700652114212753e-01,-9.638502097755456077e+00,-1.036102380832383929e+01,2.752954634079310381e+01,7.173424232819861635e-01
8.805704031888124117e-01,-9.783006439869133430e+00,-1.024449270378060994e+01,2.805859886351261068e+01,-1.307457498902405701e-01
3.996314392234780466e-01,-9.875303692651428378e+00,-1.002813738852274028e+01,2.856657901934416444e+01,1.032257526780855805e+00
9.117193776290685170e-01,-9.905870431825690048e+00,-9.715671843114121131e+00,2.902364618197836421e+01,-5.401631559597005472e-01
3.058511855219833708e-01,-9.867830714083376975e+00,-9.318556277317624037e+00,2.940056211432669642e+01,1.262939160191604016e-01
8.067637037797664723e-01,-9.757975826730225677e+00,-8.855774954796581611e+00,2.967161085178052460e+01,1.051174657235689924e+00
5.924049141646148264e-01,-9.577535652343497574e+00,-8.352428690033164571e+00,2.981741369840292322e+01,-5.635742063960904602e-01
9.175530609852746711e-01,-9.332514259881431684e+00,-7.837253226402272510e+00,2.982706530573708648e+01,9.057570605346842996e-02
2.874678767949444547e-01,-9.033462053185600027e+00,-7.339485901483707053e+00,2.969911403930512961e+01,1.232258073188518654e+00
7.783543671026140753e-01,-8.694666822845221077e+00,-6.885718539492076573e+00,2.944118063816106456e+01,-7.831305182284282740e-01
6.555716159966320511e-01,-8.332877166174592176e+00,-6.497392459095316930e+00,2.906836490819458163e+01,-2.201104513903535675e-01
8.580303947255464303e-01,-7.965780224758737482e+00,-6.189393538940673345e+00,2.860089157833227702e+01,7.398457726114444633e-01
4.628940985201437930e-01,-7.610502887595124832e+00,-5.969874263123793767e+00,2.806157766726941816e+01,-1.616076053396233725e-01
9.447679778863954381e-01,-7.282377162700858442e+00,-5.841104037570012508e+00,2.747363509804338477e+01,9.155843427484591235e-01
1.982894942180180586e-01,-6.994122537674689610e+00,-5.800945711643734626e+00,2.685911701244426197e+01,-3.932912870903224611e-01
6.040889286629664845e-01,-6.755487172468498613e+00,-5.844516305733124639e+00,2.623808127461326478e+01,3.694704640111559080e-01
9.088288807332243202e-01,-6.573292999121424174e+00,-5.965678366584104886e+00,2.562836803862048640e+01,4.131703893334461863e-01
3.148639958579923515e-01,-6.451770072613959961e+00,-6.158153434616994382e+00,2.504580478006894140e+01,3.341203636965031087e-01
8.197537078872558780e-01,-6.393046745014566490e+00,-6.416186132096862949e+00,2.450464832577246810e+01,4.811779509462499327e-01
5.614787519109354363e-01,-6.397674622431026137e+00,-6.734781342326956022e+00,2.401811330574212633e+01,2.194918028079835270e-01
9.356373796411998622e-01,-6.465095966410212114e+00,-7.109582024545404444e+00,2.359888605639775605e+01,7.414920754850429230e-01
2.288362791455265666e-01,-6.593993178037250935e+00,-7.536462864144388263e+00,2.325956140145156326e+01,-1.638528985855594033e-01
6.705868986709574431e-01,-6.782487115258678756e+00,-8.010902002456157689e+00,2.301295915429479777e+01,9.079079545377848337e-01
8.394204180069331223e-01,-7.028170092698174720e+00,-8.527174767992320881e+00,2.287227812499758528e+01,-3.834608372516565833e-01
5.122163633919953885e-01,-7.327971027757003597e+00,-9.077401303143798117e+00,2.285103198525666457e+01,3.873173334600599205e-01
9.494328897688038005e-01,-7.677857082834362856e+00,-9.650483045778655011e+00,2.296268895451153824e+01,3.802856908835745564e-01
1.824382948574365670e-01,-8.072382275423221287e+00,-1.023098847064394867e+01,2.321991280238701449e+01,3.931367645192727078e-01
5.667873410224009145e-01,-8.504103514467367120e+00,-1.079810252461084019e+01,2.363328645273608331e+01,3.697490505570986130e-01
9.330499141007985164e-01,-8.962903316496062089e+00,-1.132484015459781013e+01,2.420940814117259876e+01,4.126501338170738276e-01
2.373775332097058932e-01,-9.435290684116411697e+00,-1.177783751836519599e+01,2.494830865458537517e+01,3.350335691180075237e-01
6.879118717605272604e-01,-9.903800050966168556e+00,-1.211815266644167721e+01,2.584027860532884802e+01,4.793675464437447964e-01
8.158186881155296000e-01,-1.034667057406127100e+01,-1.230357859028518064e+01,2.686244563295506182e+01,2.224342333627897794e-01
5.709825137005462015e-01,-1.073805217730605222e+01,-1.229290502439745225e+01,2.797580335697920262e+01,7.336939011349661310e-01
9.308536344452567057e-01,-1.104902274672433293e+01,-1.205224342021496220e+01,2.912379762252659532e+01,-1.532026050905055392e-01
2.445875536041897946e-01,-1.124966688142245808e+01,-1.156286124193044174e+01,3.023383864997212100e+01,9.451900029916797674e-01
7.021050324592079672e-01,-1.131230575352405410e+01,-1.082900520351117635e+01,3.122293399866350683e+01,-4.309979104712198250e-01
7.947835122477174830e-01,-1.121564564352147819e+01,-9.883248803114764058e+00,3.200773120944054995e+01,3.031897751639214267e-01
6.197901874462191651e-01,-1.094916627544013465e+01,-8.786597965461130144e+00,3.251759253925357740e+01,5.444423717645929806e-01
8.954711817680788277e-01,-1.051665261344433411e+01,-7.621588568612402526e+00,3.270743937954561176e+01,1.197158795402306630e-01
3.556896686856447776e-01,-9.937639804477948147e+00,-6.479026704169571715e+00,3.256611459941041176e+01,1.080335550408414891e+00
8.708632074485759267e-01,-9.245917184416272860e+00,-5.441918126188004301e+00,3.211697982750114733e+01,-5.994680770172029494e-01
4.273498291716272268e-01,-8.485117372770618616e+00,-4.571774672964483699e+00,3.141038472308324714e+01,3.700325457395092776e-02
9.299434201787113441e-01,-7.702448832809391632e+00,-3.901588886271890821e+00,3.051100509855807985e+01,1.743023898610910782e+00
2.475648906911218639e-01,-6.942276843501891115e+00,-3.436739342735110725e+00,2.948478726856498966e+01,-1.372713516063856387e+00
7.078507592352160094e-01,-6.241169343348534682e+00,-3.161848470438705316e+00,2.838944120003262839e+01,-9.488559443517650127e-01
7.858326351643082353e-01,-5.625305168766568720e+00,-3.050000131456321206e+00,2.727001030420453276e+01,-4.356448668175103567e-01
6.395388777651043188e-01,-5.110244161304518862e+00,-3.071128425005286378e+00,2.615875338473135514e+01,2.952383489447973908e-01
8.760098260498100364e-01,-4.702421014044672276e+00,-3.197890251809146545e+00,2.507750419292900901e+01,5.613772548341862123e-01
4.127431207131680435e-01,-4.401514861597567219e+00,-3.408788560705525050e+00,2.404079382905377926e+01,9.390019650837677645e-02
9.210677006650683785e-01,-4.202969601419158430e+00,-3.689142885522386450e+00,2.305869482837069384e+01,1.212580706000290220e+00
2.762675675352029847e-01,-4.100204258239804389e+00,-4.030723136365804038e+00,2.213900487892043856e+01,-7.596258299471103648e-01
7.597864349208630630e-01,-4.086308033865003964e+00,-4.430734216697950423e+00,2.128879371539493803e+01,-1.884763801892053170e-01
6.935418312782110073e-01,-4.155193270431593255e+00,-4.890600655518130502e+00,2.051549828041947521e+01,8.292230355138121567e-01
8.076579262728106334e-01,-4.302274747448900705e+00,-5.414779665962461408e+00,1.982776619077398195e+01,-2.812933081591351137e-01
5.903170815257524628e-01,-4.524775731151613023e+00,-6.009667975596836520e+00,1.923620272366343897e+01,5.918319308075972174e-01
9.190027341817481599e-01,-4.821754180040657367e+00,-6.682558960658905534e+00,1.875411990789991279e+01,4.828764306417010488e-02
2.828594932432332842e-01,-5.193915136164307000e+00,-7.440535001090493594e+00,1.839833331151708862e+01,1.584958642149799868e+00
7.708300012365751908e-01,-5.643239109149543964e+00,-8.289129139983003824e+00,1.818999901550266074e+01,-1.193716905044744481e+00
6.712742196347474266e-01,-6.172417115316235936e+00,-9.230550181513562435e+00,1.815541648954671672e+01,-7.370193502983461986e-01
8.385275384163315415e-01,-6.784043728555701591e+00,-1.026123669294492835e+01,1.832662372858741762e+01,-1.577489226463391070e-01
5.145166017883608944e-01,-7.479482321433547298e+00,-1.136850411164675023e+01,1.874145736507606230e+01,9.290006847388387889e-01
9.491992194355689527e-01,-8.257286679476187885e+00,-1.252611614861686284e+01,1.944252348275613329e+01,-4.104186982088064983e-01
1.832362327822071590e-01,-9.111052573304322166e+00,-1.368882456275988702e+01,2.047422353740005008e+01,3.389574637528682821e-01
5.687107199563693483e-01,-1.002660697119543443e+01,-1.478640297161837580e+01,2.187665695389961229e+01,4.716230296304917413e-01
9.320595804596940592e-01,-1.097856617128002199e+01,-1.571860199364703270e+01,2.367505093864097176e+01,2.350823504979908662e-01
2.406331719453739804e-01,-1.192657333575342449e+01,-1.635386474292500125e+01,2.586373579739214534e+01,7.010517480314086836e-01
6.943696243185517591e-01,-1.281203161718774020e+01,-1.653635368160544772e+01,2.838524789845431329e+01,-1.081969058443121856e-01
8.064377067406072186e-01,-1.355689603007128241e+01,-1.610691044286430440e+01,3.110865373457130900e+01,1.135400803103068457e+00
5.931645411727188844e-01,-1.406689891262988645e+01,-1.494189832454549816e+01,3.381671974018578908e+01,-6.666486054491651547e-01
9.170173994186916477e-01,-1.424189879501300915e+01,-1.300659618628874270e+01,3.621688481992605801e+01,-5.995919011335293369e-02
2.891666566118712978e-01,-1.399483827326815621e+01,-1.040598342224965478e+01,3.799009016058452914e+01,1.460900031560462997e+00
7.810873449999768958e-01,-1.327706730306445593e+01,-7.401669831149702006e+00,3.887655312006055652e+01,-1.051311710653185738e+00
6.497616370272830677e-01,-1.210198780868150514e+01,-4.365461878518713590e+00,3.876858632372205449e+01,-5.637434483246230865e-01
8.647715178846515638e-01,-1.055468262264894719e+01,-1.671726632819965364e+00,3.775754371511882823e+01,9.031983227512596635e-02
4.443786110124838262e-01,-8.778091424683150734e+00,4.214634416304772202e-01,3.609669893113737515e+01,1.233803588090942815e+00
9.382437921309775275e-01,-6.938180451420425499e+00,1.834505441911032264e+00,3.409754876235417242e+01,-7.849734022496659414e-01
2.201810389029101034e-01,-5.183643272754133946e+00,2.643933205563782085e+00,3.202445023246011857e+01,-2.225777991693851376e-01
6.524651262400721352e-01,-3.618127977090551006e+00,3.008280828933020512e+00,3.004237542190293908e+01,7.333154727375481574e-01
8.616666640662755672e-01,-2.292846215885837147e+00,3.095906725428542838e+00,2.822242849879929594e+01,-1.526848064285870610e-01
4.529494515920527431e-01,-1.215095627622961194e+00,3.044188477755514821e+00,2.657526355179398081e+01,9.470612354122982524e-01
9.415877343991434500e-01,-3.632388065472660355e-01,2.948680887625800384e+00,2.508393656018535012e+01,-4.333704824085440332e-01
2.090010367472798225e-01,2.991451322873472929e-01,2.868522721799396713e+00,2.372470510377860009e+01,2.991245233578738727e-01
6.282144928661995698e-01,8.130206501897571103e-01,2.836730940509360366e+00,2.247654959042538181e+01,5.530632201918272983e-01
8.875319665124403734e-01,1.217762708253677717e+00,2.869809906564837920e+00,2.132392669560935516e+01,1.065317035268125156e-01
3.793121047378030242e-01,1.548172147915909846e+00,2.975011170586637999e+00,2.025654555485668951e+01,1.143839992494390501e+00
8.946508413612876964e-01,1.833539952450055521e+00,3.155274957187435447e+00,1.926831304727848604e+01,-6.768796102431569039e-01
3.581527109687453470e-01,2.097886953397531506e+00,3.412367395645722112e+00,1.835637613865633355e+01,-7.439599965911081192e-02
8.735415170590380418e-01,2.360783041847169805e+00,3.748744701376527821e+00,1.752054463205181634e+01,1.340356318808275216e+00
4.197735931262830955e-01,2.638375373753041320e+00,4.168564217757924517e+00,1.676311504339353675e+01,-9.109728710073328184e-01
9.255421498325046015e-01,2.944413142554017870e+00,4.678135344346896041e+00,1.608904698460002791e+01,-3.873885165352282112e-01
2.618727391205347699e-01,3.291157582912593416e+00,5.285987969437700329e+00,1.550645174256552217e+01,3.801562729254923667e-01
7.345225489789637408e-01,3.690123660217614621e+00,6.002632931747744038e+00,1.502738137073801994e+01,3.933745475830991989e-01
7.409968612775562624e-01,4.152625514523640149e+00,6.839991611889177925e+00,1.466893018706620033e+01,3.693203801103224215e-01
7.292979488465919369e-01,4.690098733996747704e+00,7.810370592473089957e+00,1.445466571748917595e+01,4.134507628310162275e-01
7.502053124880336821e-01,5.314153105692016155e+00,8.924742284022963545e+00,1.441637839711248859e+01,3.336284799855540051e-01
7.121097460905084775e-01,6.036270941358205633e+00,1.018995633689310054e+01,1.459605382112265204e+01,4.821543679505764235e-01
7.790359313309960232e-01,6.867008020465184437e+00,1.160435422653697302e+01,1.504778436393137930e+01,2.179070506927782702e-01
6.541280062997260059e-01,7.814477261679542153e+00,1.315112651511979003e+01,1.583897973544067561e+01,7.457259038883905511e-01
8.597293191614722163e-01,8.881807112367592794e+00,1.478874431154185309e+01,1.704961773190799690e+01,-1.696195574466230482e-01
4.582603043553698519e-01,1.006319455220244485e+01,1.643815308754868809e+01,1.876732027439100037e+01,8.886084948782095871e-01
9.433796316684757155e-01,1.133818625927169421e+01,1.796759507213728213e+01,2.107480317840127526e+01,-3.586436894503159944e-01
2.029751084418018603e-01,1.266406802184481251e+01,1.917862659960259109e+01,2.402521246673450150e+01,4.335695954948004527e-01
6.147496124203943868e-01,1.396697973739636822e+01,1.980179366148363940e+01,2.760145643830058404e+01,2.987838827285376198e-01
8.999636005076031564e-01,1.513394252221382175e+01,1.951708678526847862e+01,3.166080377827213610e+01,5.537891002157564468e-01
3.421106494221787808e-01,1.601057137482475312e+01,1.801869717025363471e+01,3.587963696895052834e+01,1.054256513205271695e-01
8.552696213016325322e-01,1.641219653391052802e+01,1.513517342486675687e+01,3.973584907312046965e+01,1.149519011616294772e+00
4.703772854847395046e-01,1.615679191210177379e+01,1.098024872676212382e+01,4.258463260569536857e+01,-6.837551275015499863e-01
9.466654801820401088e-01,1.512148327503384415e+01,6.047826269733386439e+00,4.386156407648660149e+01,-8.405354259988306875e-02
1.918618054922406335e-01,1.330675187397375225e+01,1.129862226369322542e+00,4.335132273483565513e+01,1.273156376101106435e+00
5.891932417248932907e-01,1.087137394445286631e+01,-2.978259869553068206e+00,4.133994811493919741e+01,-8.317447385798658610e-01
9.197693493962979527e-01,8.101447181651678875e+00,-5.819165959304068991e+00,3.848759534722906039e+01,-2.846102003116456336e-01
2.804160345681531719e-01,5.317324553460529124e+00,-7.402076635480230316e+00,3.549205028216549351e+01,5.844967802227555298e-01
7.667749520758567749e-01,2.773444315672377147e+00,-8.050788361193015774e+00,3.281195605697462270e+01,5.918306895177594118e-02
6.795582747907124022e-01,6.085977802992985630e-01,-8.156686437438786186e+00,3.061541680292866729e+01,1.468269157326345109e+00
8.274835386258954095e-01,-1.144459063248318476e+00,-8.025387445906407180e+00,2.888331174823068537e+01,-1.059824278546261489e+00
5.424672213304342350e-01,-2.520644739779936305e+00,-7.844661414269552324e+00,2.752656300296265357e+01,-5.742450682318617217e-01
9.431468334273932497e-01,-3.585448074677859864e+00,-7.711635515508149297e+00,2.645395173338931016e+01,7.450534729659719080e-02
2.037593592884418547e-01,-4.410685562843918106e+00,-7.668268320815553096e+00,2.559606768184247017e+01,1.339544038491062405e+00
6.165176346050609268e-01,-5.062202114438244749e+00,-7.726962745794268450e+00,2.490739047963689501e+01,-9.100197315141475007e-01
8.984098351389577797e-01,-5.595154240709449667e+00,-7.885531779940662567e+00,2.436130526372183169e+01,-3.861674609517345980e-01
3.468244924052842348e-01,-6.053229748555692069e+00,-8.135002310028529138e+00,2.394445098123235027e+01,3.823781318842102150e-01
8.608416027177844265e-01,-6.469584260850259838e+00,-8.463285663170562856e+00,2.365227435531930311e+01,3.892986387426801143e-01
4.552146834426303856e-01,-6.868324541314320797e+00,-8.856579497933577017e+00,2.348589851746616475e+01,3.766884564038018857e-01
9.423782465992535107e-01,-7.265975532638171863e+00,-9.299534187864315626e+00,2.344991450955647139e+01,3.997633495974145523e-01
2.063456503559261968e-01,-7.672687263683400261e+00,-9.774759701006521695e+00,2.355065615985921212e+01,3.578561314657312531e-01
6.223150671534409817e-01,-8.093101751148024547e+00,-1.026203298326631952e+01,2.379459464993628970e+01,4.350675325871958821e-01
8.931482925195470823e-01,-8.526887997571684252e+00,-1.073748779165875078e+01,2.418658314408391519e+01,2.962238253638201924e-01
3.626507963380656285e-01,-8.969007956389097203e+00,-1.117306960419454320e+01,2.472777915856145725e+01,5.592620720238784537e-01
8.783137457630434408e-01,-9.409820285950186047e+00,-1.153657970734914251e+01,2.541319127365104791e+01,9.710617601241910979e-02
4.061390971135942496e-01,-9.835172170229977695e+00,-1.179267621778358688e+01,2.622896390760356411e+01,1.194276157651728010e+00
9.165224974555249426e-01,-1.022667297974069989e+01,-1.190519159119611992e+01,2.714974585152493347e+01,-7.376906225538524264e-01
2.907342346309664260e-01,-1.056237670203178425e+01,-1.184099318189464611e+01,2.813676942939670056e+01,-1.586658031636409838e-01
7.835897898891476254e-01,-1.081809999800435662e+01,-1.157528111356455547e+01,2.913752233676276759e+01,9.257864863124194432e-01
6.443919580683905579e-01,-1.096953622111639604e+01,-1.109765888351200047e+01,3.008797211729980603e+01,-4.063215557115391618e-01
8.707736572916693341e-01,-1.099516075359551692e+01,-1.041762399045373400e+01,3.091800369288939621e+01,3.461922869338598385e-01
4.276022012225270119e-01,-1.087965340096716105e+01,-9.567593116986573776e+00,3.155991250484633426e+01,4.574866627058382651e-01
9.300825231822706929e-01,-1.061724134417104359e+01,-8.601628970836904031e+00,3.195855911114038861e+01,2.584344254283796882e-01
2.471102883620520385e-01,-1.021411886950421533e+01,-7.589016842257271911e+00,3.208061403994068428e+01,6.440963797517966771e-01
7.069778162411669564e-01,-9.689098464054826110e+00,-6.603638968121686936e+00,3.191995036040022171e+01,-2.784428866714505624e-02
7.872086976193433117e-01,-9.072006564868198453e+00,-5.711950488436754014e+00,3.149721917150955264e+01,1.920181384761948218e+00
6.365424232448423369e-01,-8.399995349581908854e+00,-4.963175573013667297e+00,3.085374452894838271e+01,-1.570679325003803584e+00
8.791534332868200519e-01,-7.712631394268260721e+00,-4.384483246112169219e+00,3.004202452205393570e+01,-1.177418849028564640e+00
4.037221613019041921e-01,-7.047001764637042420e+00,-3.981805932456749186e+00,2.911610127684321725e+01,-7.174276446114736805e-01
9.147761955473689977e-01,-6.433962598200984040e+00,-3.744866460459058022e+00,2.812443841072754580e+01,-1.308632411423639175e-01
2.962506889075527394e-01,-5.896143370652598747e+00,-3.653956489641864813e+00,2.710635497699242791e+01,1.031766641606863377e+00
7.922476292715419088e-01,-5.447705994450451783e+00,-3.686258543411483402e+00,2.609156773821393216e+01,-5.395542892737682505e-01
6.254470281036208501e-01,-5.095416504242658462e+00,-3.820464929993945713e+00,2.510165051412326065e+01,1.272317192544992759e-01
8.901995639318835973e-01,-4.840426189392916356e+00,-4.039421587502057598e+00,2.415223302120011439e+01,1.047137189667978863e+00
3.714283411679979441e-01,-4.680225269014744782e+00,-4.331129796849300995e+00,2.325516436757898830e+01,-5.585861345536683453e-01
8.871834484717114888e-01,-4.610406174581656025e+00,-4.688645193395882593e+00,2.242030219701337757e+01,9.813178121465837567e-02
3.803381134723033963e-01,-4.626053978344501161e+00,-5.109365753591749382e+00,2.165688392150709873e+01,1.188551524617204258e+00
8.955879250680041093e-01,-4.722716333393950805e+00,-5.594050385920175117e+00,2.097457414778445894e+01,-7.308162206793913374e-01
3.553387354534864317e-01,-4.896983143899195312e+00,-6.145751246627900954e+00,2.038431245578423301e+01,-1.492628491500727073e-01
8.704778504512536985e-01,-5.146736764444936441e+00,-6.768714092359896739e+00,1.989906193003576007e+01,9.595742345404698614e-01
4.284354168350703040e-01,-5.471132230027928145e+00,-7.467207726336230422e+00,1.953451442044382347e+01,-4.492044373779859878e-01
9.305383396584333555e-01,-5.870347329289588245e+00,-8.244179391752435748e+00,1.930975526855091928e+01,2.722829601363572216e-01
2.456196047198059840e-01,-6.345113741782157923e+00,-9.099590902920088098e+00,1.924782558371936858e+01,6.120637856788340159e-01
7.041043350889504282e-01,-6.896009174009743781e+00,-1.002826992804601502e+01,1.937603367157528567e+01,1.851499199926531780e-02
7.916973975120102924e-01,-7.522461324816998030e+00,-1.101712354782845438e+01,1.972574603755629852e+01,2.192420090272171329e+00
6.266679874819369722e-01,-8.221393769419290010e+00,-1.204163618535581648e+01,2.033122396487203432e+01,-1.870614565212995517e+00
8.890298395996482084e-01,-8.985442252606596014e+00,-1.306176401193416048e+01,2.122687267423682300e+01,-1.515540130202904123e+00
3.748919788240735462e-01,-9.800706604472109618e+00,-1.401771962079941325e+01,2.244208732320571542e+01,-1.114263438269761153e+00
8.905223355422869913e-01,-1.064410920773756963e+01,-1.482679465795416540e+01,2.399284714464555179e+01,-6.409493046212022538e-01
3.704707606818701260e-01,-1.148064629778088808e+01,-1.538331021688488498e+01,2.586958906106373846e+01,-2.332952368023000211e-02
8.862442694143332078e-01,-1.226117908160168746e+01,-1.556481390172419665e+01,2.802208451425556035e+01,2.035395002686118282e+00
3.830983845094343421e-01,-1.292190604562618894e+01,-1.524810198000536055e+01,3.034443275257880757e+01,-1.698178415691791399e+00
8.980692467236445209e-01,-1.338714523250202326e+01,-1.433724914522301042e+01,3.266675382896972479e+01,-1.322178285213710058e+00
3.478553242889068642e-01,-1.357716601504622034e+01,-1.280101393686349809e+01,3.476322368892466130e+01,-8.896167574638977893e-01
8.620375910805119224e-01,-1.342193559940967518e+01,-1.070848544169775884e+01,3.638521491981633460e+01,-3.599439082706163973e-01
4.519293740495560763e-01,-1.287924556786729191e+01,-8.243399440044123949e+00,3.731924216340646439e+01,4.311008329400998207e-01
