yfun0_noise,yfun1_noise,yfun2_noise,yfun3_noise,yfunsqrt_noise,yfunsin_noise,yfunsins_noise,yfunexp_noise,yfunlog_noise
5.284498110315812847e-01,2.766980592798294891e-01,9.007700378990514400e-02,4.374865367829229579e-02,5.266949798473443689e-01,4.456471197484409563e-01,4.677651894223486262e-02,3.515157372292457977e-02,8.267159899915060839e-01
5.197767176337734218e-01,2.690259668830227158e-01,8.190190588508783343e-02,3.526137416488183546e-02,5.190254024084549611e-01,4.617222237962090858e-01,4.193841525145022842e-02,2.652330800262243590e-02,8.186255364048241612e-01
4.977469991311645470e-01,2.479972493814148193e-01,6.037218688147744095e-02,1.341896803764926205e-02,4.979971867875513936e-01,4.645858087395749458e-01,2.807836946332199421e-02,4.538717027090594797e-03,7.971761224773725729e-01
4.950674636939296769e-01,2.463187149451809554e-01,5.819465494924908749e-02,1.092824948480573821e-02,4.963171532212661829e-01,4.868824624542797963e-01,3.689601286951057352e-02,1.904610972179473366e-03,7.950745750239992526e-01
4.837953447410910379e-01,2.360475969933432949e-01,4.742654350742495084e-02,-1.535420565904818679e-04,4.860425470750137644e-01,5.006069908938128865e-01,3.937207690426287876e-02,-9.321774723997604609e-03,7.843781458859969691e-01
5.099933624959874789e-01,2.632466157492406866e-01,7.413057277934387290e-02,2.623631965483546463e-02,5.132361004001257943e-01,5.517596356810360314e-01,8.046918588770558822e-02,1.692228219449488230e-02,8.111495734900948662e-01
5.011692356694811279e-01,2.554234899237354250e-01,6.581446147586814122e-02,1.760555934798196595e-02,5.054055436186948302e-01,5.677857419553475893e-01,8.661774713671964443e-02,8.144502484711884857e-03,8.028965945351201894e-01
5.239971025985608044e-01,2.792523578538160245e-01,8.915234793398629787e-02,4.062832137787358855e-02,5.292250266637843481e-01,6.152973354127372341e-01,1.234825376020285692e-01,3.101902654352139271e-02,8.262933651339864349e-01
4.883382176977344447e-01,2.445944739539906987e-01,5.400548656820651494e-02,5.165866177054615621e-03,4.945558154324005695e-01,6.040939740064273922e-01,1.000255424286218831e-01,-4.592889140910477036e-03,7.912011572684062299e-01
5.093119460561824630e-01,2.665692033134396399e-01,7.549324246770906799e-02,2.633756485274132975e-02,5.165172863841972495e-01,6.492338967530518756e-01,1.306143797421941144e-01,1.642812260812495304e-02,8.127393533892989241e-01
4.993817027385363261e-01,2.576399609967945925e-01,6.607903069712553479e-02,1.660683848760139900e-02,5.075728658437779206e-01,6.631201158167842058e-01,1.271394589730177049e-01,6.545478956751106699e-03,8.033713857207611664e-01
4.856055167861054178e-01,2.448647760453646627e-01,5.282088029776523669e-02,3.031722140980188177e-03,4.947805940034210037e-01,6.727511314863523495e-01,1.162883025529367620e-01,-7.182788938174157999e-03,7.901553002644241541e-01
5.323284039669373691e-01,2.925886642271976479e-01,1.000638070376757838e-01,4.995723759896138205e-02,5.424854976746111834e-01,7.424134537159856606e-01,1.622532638227236479e-01,3.958833682109612340e-02,8.374361295525831750e-01
5.047517094386103631e-01,2.660129706998715649e-01,7.300915607443533850e-02,2.258473603715919695e-02,5.158889329522782230e-01,7.372510910222661584e-01,1.303071879923558551e-01,1.206020353608485383e-02,8.104152353140005038e-01
5.105408166351979027e-01,2.728030788974601384e-01,7.932231084211752159e-02,2.857960690768331438e-02,5.226562941031829279e-01,7.648734026828385435e-01,1.284081595365869910e-01,1.789819679915113926e-02,8.167580173638236962e-01
4.818403957572745533e-01,2.451036590205378229e-01,5.114794154129681525e-02,8.652642914428257392e-05,4.949322620573196607e-01,7.573704872576321190e-01,8.920262795594108285e-02,-1.075301101640841785e-02,7.886091620964885696e-01
4.877195366900294871e-01,2.519838009542937352e-01,5.755513805716241243e-02,6.174590504767329263e-03,5.017859373274027313e-01,7.837584519076501444e-01,8.244974203140284508e-02,-4.824327838149336176e-03,7.950377754066736413e-01
5.014298963135090936e-01,2.666951615787743757e-01,7.179555726976062646e-02,2.009546203263486847e-02,5.164689873204590942e-01,8.172376921344359779e-01,8.225085523550772215e-02,8.935905415860468520e-03,8.092955300023323417e-01
4.900675696468926312e-01,2.563338359131588917e-01,6.096529419827082658e-02,8.945242049962295536e-03,5.060775174834302170e-01,8.248548910510941079e-01,5.667605862322010885e-02,-2.376214018585656208e-03,7.984785365517031996e-01
5.102309718846635977e-01,2.774982391519308922e-01,8.166276403717648291e-02,2.932235176926916223e-02,5.272099533406482408e-01,8.631610249224950238e-01,6.338144357986294497e-02,1.783773128443658790e-02,8.191852257221666767e-01
5.074497284486568782e-01,2.757179967169251511e-01,7.941759220831244581e-02,2.675642263042634500e-02,5.253959305471647134e-01,8.776403717899429191e-01,4.899371885426091061e-02,1.510736899312879571e-02,8.169452382349252639e-01
4.867045928132587296e-01,2.559738620825279809e-01,5.921053218606495139e-02,6.228214125856194536e-03,5.056162127152121766e-01,8.732305426412056981e-01,1.958397601256449405e-02,-5.586545156730163622e-03,7.967393426927900091e-01
5.032788199464829360e-01,2.735490902167532212e-01,7.632483893844788092e-02,2.302098724160861476e-02,5.231540648565192742e-01,9.051739626853448906e-01,3.147288182722293021e-02,1.103924607939246044e-02,8.138508090237930315e-01
5.000684007276595677e-01,2.713396719989308870e-01,7.365650334479124928e-02,2.003073887504967093e-02,5.209054878012198131e-01,9.163282078235334138e-01,2.849655609915578355e-02,7.880735872573062240e-03,8.111756429013665670e-01
4.972116485262466079e-01,2.694839207985189056e-01,7.134383877455295619e-02,1.739578841367335135e-02,5.190088047778614877e-01,9.267956872453091410e-01,3.159540776815820962e-02,5.076239899345315852e-03,8.088521723255996942e-01
4.804766923934581380e-01,2.537499656667314141e-01,5.515497427894724969e-02,8.842709267299492248e-04,5.032321546062151763e-01,9.223112263619547280e-01,2.716612287833155073e-02,-1.160611046656891132e-02,7.926485408172654346e-01
4.858010834004278800e-01,2.600753576747021345e-01,6.102746092910771303e-02,6.433743503389115562e-03,5.095130980365963902e-01,9.387817563864140347e-01,5.157244208101796623e-02,-6.228761815993289624e-03,7.985023137583403541e-01
5.035764714857822177e-01,2.788517467610574507e-01,7.935294866366074396e-02,2.443586210031330197e-02,5.282432945985795492e-01,9.665710677145671337e-01,9.540885109554092525e-02,1.159993814338034120e-02,8.168051552418900130e-01
5.172320007957398325e-01,2.935082770720160994e-01,9.356058162882517626e-02,3.831977688175740304e-02,5.428518979422198854e-01,9.890832748996764012e-01,1.420716865155839947e-01,2.530913592719621907e-02,8.309862234144403947e-01
4.835121271560192113e-01,2.607894044332965122e-01,6.039481565031934451e-02,4.829949691475821094e-03,5.100833733110645696e-01,9.630406966852402828e-01,1.480338692112002918e-01,-8.356710253552985732e-03,7.977899879501143543e-01
5.206851987295111339e-01,2.989634770077894133e-01,9.812399889103404216e-02,4.223473471039540517e-02,5.482060782009101629e-01,1.006692491993845362e+00,2.310597488375221442e-01,2.887075016525281895e-02,8.354848107104934085e-01
5.031039718723494536e-01,2.823832511516287114e-01,8.110088770710309480e-02,2.488689431268604341e-02,5.315727782169428206e-01,9.943752237463413524e-01,2.647810020003033005e-01,1.134427595703842162e-02,8.184234616028398523e-01
4.784202525829063246e-01,2.587005328631866163e-01,5.697728809689878160e-02,4.382405147560497483e-04,5.078352885237835679e-01,9.737275407859929954e-01,2.959351821487308243e-01,-1.328432444636384532e-02,7.942577600312031860e-01
5.054957988092756427e-01,2.867770800905569684e-01,8.461495800851497051e-02,2.775053728273537898e-02,5.358553761540062466e-01,1.003601113071998618e+00,3.823081247964075779e-01,1.384670935287725564e-02,8.218494772059775633e-01
5.150531601645763624e-01,2.973354424468587220e-01,9.473644705507050512e-02,3.754634024777893375e-02,5.463555997244585738e-01,1.014711496609511876e+00,4.534226506618264652e-01,2.345992943400405234e-02,8.319211758612429231e-01
5.044932136034461223e-01,2.877764968867294049e-01,8.474263219120306556e-02,2.722653238256046715e-02,5.367368451137567442e-01,1.004455686606512854e+00,5.053988381266409924e-01,1.295621523427346357e-02,8.218737459332595696e-01
5.394120409430979146e-01,3.236963252273821201e-01,1.202295952341256580e-01,6.238720152232899580e-02,5.725952029843277558e-01,1.038429004697210889e+00,6.025168297319690724e-01,4.793165107012377357e-02,8.573032820834909362e-01
5.052456037583712423e-01,2.905308890436565372e-01,8.663329775867784077e-02,2.846431525996019618e-02,5.393666436784303464e-01,1.002069775737156165e+00,6.289088199931698320e-01,1.382220103233706629e-02,8.236457585955861971e-01
5.151685377025410073e-01,3.014548239888272807e-01,9.712837541813446052e-02,3.863251526676494962e-02,5.502258115399184524e-01,1.008558116217077805e+00,6.965046832378343211e-01,2.380250330695965130e-02,8.340758236980865270e-01
5.001873234700523474e-01,2.874746107573396547e-01,8.272130890694065486e-02,2.389828825522444591e-02,5.361791958779157374e-01,9.889090915263800685e-01,7.351696544223710328e-01,8.879041138149653886e-03,8.195999705290251125e-01
5.166557141414732657e-01,3.049440024297616070e-01,9.976585130566452408e-02,4.061539332394284441e-02,5.535805583126927054e-01,9.994881218408274703e-01,8.002601909162029292e-01,2.540557017324308192e-02,8.365719644827107615e-01
4.592888318134577541e-01,2.485781211027470183e-01,4.297712471095985892e-02,-1.650104141238999123e-02,4.971450294065405395e-01,9.350250495908473125e-01,7.856728386505281714e-01,-3.190278490716942639e-02,7.797069398414920860e-01
4.854269697849330489e-01,2.757172600752233471e-01,6.969542242175405522e-02,9.889283363189404347e-03,5.242129108508543078e-01,9.528779048545471531e-01,8.481357749111325672e-01,-5.705728202939816182e-03,8.063452019637141754e-01
4.938093339072763266e-01,2.851006251985676032e-01,7.865995028942422695e-02,1.852557952009417641e-02,5.335234168171919533e-01,9.518066023751816651e-01,8.860021771849568850e-01,2.735948755929033110e-03,8.152259686356332358e-01
5.085639057036113186e-01,3.008561979959036847e-01,9.399868983709418202e-02,3.353583459948421275e-02,5.492045370774401025e-01,9.559627529190050099e-01,9.232508393882178366e-01,1.755023012869678239e-02,8.304772331924227258e-01
5.032005649209244647e-01,2.964938582142176982e-01,8.922152081175019345e-02,2.842993436638183852e-02,5.447661595567850901e-01,9.388827267665831311e-01,9.334807650386259814e-01,1.224699831611847714e-02,8.256088870719692219e-01
5.184427191790609291e-01,3.127370134733551410e-01,1.050518508332375922e-01,4.393129245866843335e-02,5.609316999835509687e-01,9.413192171492544835e-01,9.577349462890304421e-01,2.754966360955912047e-02,8.413443494655191701e-01
5.060659442955504073e-01,3.013612395908457087e-01,9.326525571908607370e-02,3.181549071190979683e-02,5.494767422148549851e-01,9.150798073751758022e-01,9.483221644655250859e-01,1.523380451593773707e-02,8.294592076441287265e-01
5.035234294109620645e-01,2.998197257072583444e-01,9.131492460986467830e-02,2.953572428471099715e-02,5.478544833627794208e-01,8.976523359526222823e-01,9.434172957864273013e-01,1.275261288320183803e-02,8.274066620856124210e-01
4.975347237553579549e-01,2.948320210526552687e-01,8.592040673563550168e-02,2.381154842517018561e-02,5.427844805616285351e-01,8.757935567510659602e-01,9.306176385709837851e-01,6.825640666901437725e-03,8.219062732425678197e-01
5.027854447956392470e-01,3.010837430939375392e-01,9.176731956329978179e-02,2.932858661822465574e-02,5.489523591160677674e-01,8.642287541562974074e-01,9.256042303428304585e-01,1.213850807765635975e-02,8.276436696912617963e-01
5.140970181970520025e-01,3.133963174963512732e-01,1.036770887581035111e-01,4.090827054715648337e-02,5.611795524634086707e-01,8.578213838852959405e-01,9.242687708793696499e-01,2.351264354278375865e-02,8.394402880946542078e-01
5.128358252006554041e-01,3.131361255009557087e-01,1.030160955611059553e-01,3.991698747106098982e-02,5.608324495518464126e-01,8.379821153104530795e-01,9.090772476934289026e-01,2.231443108388934948e-02,8.386625205813564854e-01
5.149462799138546654e-01,3.162475812151559484e-01,1.057287540797122311e-01,4.229915751537932644e-02,5.638554721317490248e-01,8.207017980528460432e-01,8.970566139275848450e-01,2.448828760752360528e-02,8.412547920376319821e-01
4.959221007824297089e-01,2.982244030847320260e-01,8.730878275970226088e-02,2.354850514392750963e-02,5.457423462284320959e-01,7.815226173896636652e-01,8.647206440992073473e-01,5.527934377335150945e-03,8.227108315808655536e-01
4.881879702082977945e-01,2.914912735116010900e-01,8.018086400299340166e-02,1.608971877665893446e-02,5.389177617606555337e-01,7.529196327301292957e-01,8.454089822670278753e-01,-2.141943368041444862e-03,8.154553321787449960e-01
4.919888661441187416e-01,2.962931704484230711e-01,8.458997576224537573e-02,2.016778238426938236e-02,5.436267041359522656e-01,7.351899832938285639e-01,8.401383738674430557e-01,1.723635179745389850e-03,8.197332822452610968e-01
5.059391213334227810e-01,3.112444266387281444e-01,9.915045078098852493e-02,3.439703472832526809e-02,5.584835134914694077e-01,7.270018169748293513e-01,8.481196630091489830e-01,1.573900563901940719e-02,8.341590248822072784e-01
5.273856550980101643e-01,3.336919614043163951e-01,1.212092083810228649e-01,5.612440114866267676e-02,5.808351164820703127e-01,7.257573876192362494e-01,8.670962840770858326e-01,3.725109022560335603e-02,8.560794896679289057e-01
5.040674131584673701e-01,3.113747204657746348e-01,9.850519428293513791e-02,3.308883338390437856e-02,5.584204661015420568e-01,6.792523565382119211e-01,8.449872736974742837e-01,1.399883757346460575e-02,8.332336324791669302e-01
5.082423001500433468e-01,3.165506084583516455e-01,1.032963131219742647e-01,3.754824208733537755e-02,5.634974741991541913e-01,6.598025832644109911e-01,8.540067453992863378e-01,1.824015525072017474e-02,8.378793680082399220e-01
4.718131056854802385e-01,2.811224149947895712e-01,6.748535451088220893e-02,1.405422889733689423e-03,5.279689375431614318e-01,5.993699067577553663e-01,8.257916263723930062e-01,-1.812216417740213081e-02,8.019194958271597118e-01
5.455433101835750476e-01,3.558536204938854142e-01,1.418357988684561533e-01,7.542386222793258377e-02,6.025983436500274015e-01,6.487778036413741622e-01,9.106284700577523816e-01,5.567536268012975714e-02,8.761175062174565431e-01
4.812463683695574757e-01,2.925576796808687652e-01,7.816110091992564679e-02,1.141702084519760629e-02,5.391991542854549513e-01,5.599005217427208692e-01,8.596625018512306093e-01,-8.553806459338732585e-03,8.122868636718013624e-01
5.308920178964527947e-01,3.432043302087651737e-01,1.284309983183161419e-01,6.135464241259033780e-02,5.897411140863924039e-01,5.847692367638397393e-01,9.240316541790734028e-01,4.116006906934794457e-02,8.623973155165917115e-01
4.905503417477367067e-01,3.038636550610500087e-01,8.871557404710314620e-02,2.130681593162227910e-02,5.502943129643218523e-01,5.195159611208909345e-01,8.988452094046014418e-01,8.870752819432059511e-04,8.225189543158107908e-01
5.162756715870392421e-01,3.305899859013535780e-01,1.150691597699168151e-01,4.732787908395972437e-02,5.769130894555885014e-01,5.202572925025317208e-01,9.391077528032657495e-01,2.668154689463798218e-02,8.487061212219165762e-01
5.138541384209066587e-01,3.291694537362219175e-01,1.132778864933033369e-01,4.520396889418486219e-02,5.753835813847777425e-01,4.928418089000358160e-01,9.495106375563714396e-01,2.432961798695749966e-02,8.467449566397692307e-01
5.010930658257839454e-01,3.174093821421002382e-01,1.011490777937078395e-01,3.274241495677889663e-02,5.635131190923049482e-01,4.551393057493424155e-01,9.467673971092696039e-01,1.163861522888093303e-02,8.344427934547615777e-01
4.971720503374691402e-01,3.144893676547864669e-01,9.786233020692818030e-02,2.912281982557575477e-02,5.604813058244684232e-01,4.263917201733932183e-01,9.490111042999831437e-01,7.788138270432686666e-03,8.309792374234026280e-01
4.840132571050394517e-01,3.023315754233577568e-01,8.533980888204165116e-02,1.626735466768879090e-02,5.482103133879646650e-01,3.885832708170551264e-01,9.372093484898814664e-01,-5.299644604252563840e-03,8.182764628283557551e-01
4.990891967507861682e-01,3.184085160701055073e-01,1.010540244413395822e-01,3.164853612344536993e-02,5.641726590104061412e-01,3.792480796056381109e-01,9.480133021698273765e-01,9.847780383144063773e-03,8.338069893394671750e-01
5.187130843539234926e-01,3.390334046742438656e-01,1.213181919640361484e-01,5.157958529009573634e-02,5.846815643246020544e-01,3.747603767324264590e-01,9.570843174920086183e-01,2.954363148897482666e-02,8.538840409985519742e-01
5.063239775082197802e-01,3.276452988295411317e-01,1.095713690438996357e-01,3.949956577944425951e-02,5.731760934267557950e-01,3.386194862103066305e-01,9.274087894719965641e-01,1.722696950539777047e-02,8.419466842780863880e-01
4.849861625404037757e-01,3.073084848627261056e-01,8.887784200765883047e-02,1.847276993625576041e-02,5.527205390954283981e-01,2.939490614555084758e-01,8.818195532870943820e-01,-4.037916021074772904e-03,8.210592143006569810e-01
5.196803235471587623e-01,3.430036468704820707e-01,1.242182949519970159e-01,5.347988787524959875e-02,5.882955918290818653e-01,3.057881059377962618e-01,8.853004551929821719e-01,3.072966224756102510e-02,8.562023238769823630e-01
4.795447018663269723e-01,3.038690261906513146e-01,8.473096921475647969e-02,1.365916695230411787e-02,5.490394993178264738e-01,2.433319868836055222e-01,8.072317518280405224e-01,-9.332051087851072832e-03,8.165142629781301231e-01
5.035660779759923988e-01,3.288914033013177196e-01,1.094026452740211458e-01,3.799739366353928338e-02,5.739390483430368839e-01,2.456232743901649029e-01,7.870759814649767039e-01,1.476372773560036440e-02,8.409818206355949011e-01
4.848548653642608119e-01,3.111811916905871112e-01,9.134373661789681187e-02,1.960498751509697282e-02,5.561046586476600107e-01,2.058266958502765476e-01,7.186387803292760834e-01,-3.872584487179310878e-03,8.227154188120597844e-01
4.866987373674503958e-01,3.140260646947777290e-01,9.384191658270168990e-02,2.176962786133145034e-02,5.588240097749253010e-01,1.872826270340328669e-01,6.660996133405460151e-01,-1.953311090953400303e-03,8.250027392405523408e-01
5.183493115523891692e-01,3.466776398807174808e-01,1.261488027352637153e-01,5.374293828710674514e-02,5.913487254511543556e-01,1.992936447424774049e-01,6.397678352237995414e-01,2.977316884229150307e-02,8.570954078076936655e-01
4.921343240646566808e-01,3.214636533939860263e-01,1.005921312211625063e-01,2.785266095603846498e-02,5.660065479345084416e-01,1.542365737842948670e-01,5.531577133558424064e-01,3.634594831736269807e-03,8.313211689028756624e-01
4.742522869475220837e-01,3.045826172778524077e-01,8.337041408366725748e-02,1.029731392943190535e-02,5.489959953344258903e-01,1.183570215986645829e-01,4.737408641661244868e-01,-1.417051768318276957e-02,8.138785427381229898e-01
4.908448334553126569e-01,3.221761647866440148e-01,1.006252845771051507e-01,2.721853647965032097e-02,5.664587069254815033e-01,1.178416058546604417e-01,4.289729687423194382e-01,2.499467970745463188e-03,8.309091706623684681e-01
5.128582900164930791e-01,3.451906223488254155e-01,1.233030691299408371e-01,4.956266105319441506e-02,5.893410151109510497e-01,1.236794139767220246e-01,3.911081026309036757e-01,2.459088166373819828e-02,8.533593871254279151e-01
4.876043407356739356e-01,3.209376740690072505e-01,9.871545184678505447e-02,2.464137777271098104e-02,5.649546099252997777e-01,8.322256076644403422e-02,3.087124062522915713e-01,-5.845890348196037395e-04,8.285408841808901137e-01
5.206444308503528351e-01,3.549787651846871284e-01,1.324238779651352449e-01,5.801613789373352009e-02,5.988609424913940993e-01,1.020704908036260961e-01,2.885035930001747517e-01,3.253450460051941079e-02,8.620151149437249583e-01
5.171351047715085913e-01,3.524704401068438631e-01,1.295848918959703611e-01,5.484349184527702314e-02,5.962165630615623435e-01,8.541522150830789528e-02,2.366552577533646839e-01,2.910471049201477159e-02,8.589386316317336734e-01
5.012453964585300570e-01,3.375817327948664737e-01,1.143675275986792417e-01,3.929247960476644347e-02,5.811905113929833888e-01,5.745864485164468155e-02,1.781787167473847522e-01,1.329506613382269546e-02,8.434804759413200292e-01
5.199468091218832910e-01,3.572841464592206306e-01,1.337432882837278347e-01,5.833461040070374304e-02,6.007542964508065797e-01,6.520242493065800393e-02,1.606843108806925990e-01,3.207707829482024653e-02,8.626121587509862909e-01
5.316596362905073869e-01,3.699979746288456495e-01,1.461324674800552614e-01,7.039018378006409171e-02,6.133282174759950856e-01,6.709424364912372485e-02,1.430070459397520810e-01,4.387104408615971618e-02,8.747539811895477246e-01
4.662894045241364749e-01,3.056287438634758269e-01,8.144059174739579077e-02,5.364732320617862649e-03,5.488178066980899938e-01,-6.935825026782131697e-03,5.523115322446065650e-02,-2.141750632625024492e-02,8.098114773492591789e-01
5.196571663510445305e-01,3.599975066913848054e-01,1.354887136140232040e-01,5.907931456867487191e-02,6.030441222733897710e-01,3.895491651353284734e-02,9.311775218318253666e-02,3.203248321615999317e-02,8.636057072243543686e-01
5.103543507258540002e-01,3.516956920671953646e-01,1.268682620345601142e-01,5.012536549689383669e-02,5.945985987431890996e-01,2.337658588145082386e-02,7.496640723934024086e-02,2.281244532259173174e-02,8.547281071696353205e-01
4.945074079761532793e-01,3.368497503184956221e-01,1.117056873365947917e-01,3.462934145089901355e-02,5.796076919808205163e-01,2.471318923852369731e-03,5.639552922862227369e-02,7.048833999657099295e-03,8.393051348478611784e-01
5.112867170566623987e-01,3.546300604000057199e-01,1.291713684748473645e-01,5.176162740344664170e-02,5.972417864462389314e-01,1.542213777165326108e-02,7.587544278803100284e-02,2.391203190570896295e-02,8.565071764846731162e-01
5.067420968931167780e-01,3.510864412374611887e-01,1.253151243750532107e-01,4.757204829830812692e-02,5.935507065303172736e-01,8.288430582330849616e-03,7.859548092795153040e-02,1.945186169488872380e-02,8.523840582132257149e-01
4.902092734899844428e-01,3.355546188353297765e-01,1.094726810416803142e-01,3.139633615798752969e-02,5.778701836629730471e-01,-9.587605270452581249e-03,7.290818300548304598e-02,3.004053125009502334e-03,8.362715131826419235e-01
5.252912911486266045e-01,3.716376374949729722e-01,1.452470827760898864e-01,6.683754130188214460e-02,6.138032675317299791e-01,2.540043184625688510e-02,1.213530650059296140e-01,3.817165427588357918e-02,8.717725927768998906e-01
5.023834031079921214e-01,3.497307504553394675e-01,1.230335828172308965e-01,4.429092298697696883e-02,5.917452167228099968e-01,3.648030073818813931e-03,1.132267946638073619e-01,1.534992219018471889e-02,8.492825572562443526e-01
5.201946603817009240e-01,3.685430087300491930e-01,1.415412321787231642e-01,6.246553824492786372e-02,6.104050875586091163e-01,2.386135231194799755e-02,1.461511720225070199e-01,3.324791171070048956e-02,8.675104645949751614e-01
4.958237190334411904e-01,3.451730683827905488e-01,1.178686869242549506e-01,3.846004915745922237e-02,5.868815413734804753e-01,3.133050712893237569e-03,1.361945746476837249e-01,8.964282755900004548e-03,8.435549777575406249e-01
4.722042829365203365e-01,3.225546332868706734e-01,9.494965092713354704e-02,1.520816561591433955e-02,5.641082872736682408e-01,-1.561227555236118988e-02,1.253604549056948902e-01,-1.456725692034430489e-02,8.203498074587738387e-01
5.041601822440850977e-01,3.555115335954364686e-01,1.276079543405058137e-01,4.753372379147614152e-02,5.969091606079042212e-01,2.243702093313967860e-02,1.676811642785750733e-01,1.747712674163648394e-02,8.527187906347896140e-01
4.960049323744303851e-01,3.483572847267827344e-01,1.201571125826666753e-01,3.975024512047561909e-02,5.895976819530892588e-01,2.157922526812596983e-02,1.668503974638900489e-01,9.410953092789841462e-03,8.449754494289587470e-01
4.785730620647972722e-01,3.319264154181505999e-01,1.034316543908570529e-01,2.269226435818975929e-02,5.730083851684578677e-01,1.263062635476684681e-02,1.532802278642383942e-01,-7.931245170685493479e-03,8.279543192463630907e-01
4.712461197035188176e-01,3.256004740578731793e-01,9.681312815341014399e-02,1.574133591098780816e-02,5.665228237280878210e-01,1.495156882090841605e-02,1.461446143639085204e-01,-1.516791567501730477e-02,8.210369550865901367e-01
5.104761773140106262e-01,3.658315326693659664e-01,1.367536058937414978e-01,5.534953782032139141e-02,6.065930747052483696e-01,6.497001000241858781e-02,1.819114981452841784e-01,2.415301761530736641e-02,8.606754355283603442e-01
5.215775668709708990e-01,3.779339232273272176e-01,1.485674195865493152e-01,6.683120807892474480e-02,6.185334750889533995e-01,8.797331653354929781e-02,1.861338802405056170e-01,3.534589071392074677e-02,8.721840990463580745e-01
5.237468383590633270e-01,3.811041957164207350e-01,1.514511192164973707e-01,6.938290268949774686e-02,6.215405798429947115e-01,1.031282898049275948e-01,1.784598955996928582e-01,3.760725767143691806e-02,8.747595020705345448e-01
5.090788012911841021e-01,3.674371596495424885e-01,1.374995142964817452e-01,5.509943718297247162e-02,6.077092034245525909e-01,1.024972818378130229e-01,1.516301410679812833e-01,2.303193209389902546e-02,8.604964605049871817e-01
5.000697114429200063e-01,3.594290708022794267e-01,1.292088606020892483e-01,4.647707335297184689e-02,5.995356065189946237e-01,1.085414631453859857e-01,1.289540682256433701e-01,1.411617387741987036e-02,8.518912364630205625e-01
5.032190654316391898e-01,3.635794257919995331e-01,1.330786547506879469e-01,5.001531383489998817e-02,6.035192906193034279e-01,1.277227050067159808e-01,1.178779765578390343e-01,1.735948378745539450e-02,8.554433328468333819e-01
5.007609162815055415e-01,3.621222776428669743e-01,1.313429497664419798e-01,4.794821767095707593e-02,6.018943135914216480e-01,1.422349890755313373e-01,1.016768737824090690e-01,1.499591902400390815e-02,8.533868089131183554e-01
5.135051527059235621e-01,3.758675150682859178e-01,1.448116343627555425e-01,6.108567959258338897e-02,6.154705689570254545e-01,1.728457868202198655e-01,1.022522266089899989e-01,2.783537250423573015e-02,8.665315595560869610e-01
4.916193979758458066e-01,3.549827613392091963e-01,1.236523318105814256e-01,3.959532888876775292e-02,5.944156847621557826e-01,1.696780644131574145e-01,7.086800214931536501e-02,6.045471730988440096e-03,8.450452141763463709e-01
4.785601135095436942e-01,3.429244778739080624e-01,1.113215035281909654e-01,2.693363299581755937e-02,5.821861271673086646e-01,1.761414979399732461e-01,5.203542369361068010e-02,-6.917317617274985550e-03,8.323842402712350319e-01
4.962738162599364955e-01,3.616391816253018421e-01,1.297656664685034322e-01,4.504711488468816222e-02,6.007284178350799086e-01,2.141338077258375661e-01,6.866920939190977735e-02,1.089352570105252271e-02,8.504951608227045989e-01
5.033525114831081115e-01,3.697188778494744921e-01,1.375768258876026995e-01,5.252778582949952507e-02,6.086345666989937397e-01,2.421963130701400013e-01,8.020120158697729984e-02,1.807001125942945749e-02,8.579699870663856087e-01
4.956616768599583778e-01,3.630290442273257367e-01,1.306204594663886442e-01,4.524112952918750430e-02,6.017700560854623015e-01,2.561420430566345718e-01,8.317140357050906152e-02,1.047762108500882236e-02,8.506742026137790180e-01
5.004385830158465387e-01,3.688069513842149871e-01,1.361338378302205110e-01,5.042442262714747631e-02,6.073721612337338316e-01,2.831541881672598460e-01,1.052956971723554014e-01,1.535363017847496576e-02,8.558450839724314196e-01
5.374039746310539378e-01,4.067733440004233092e-01,1.738377056593795322e-01,8.779841582169671532e-02,6.451616314066550562e-01,3.428979165648020633e-01,1.665545019009035121e-01,5.241878762470042474e-02,8.932033816569240336e-01
5.150292448080231456e-01,3.853996151783934954e-01,1.522034560563084726e-01,6.583450823331400692e-02,6.236098642582077467e-01,3.437876873724748927e-01,1.754454436167494635e-01,3.014449096018128813e-02,8.712204945566303094e-01
4.764318646503543642e-01,3.478032360217257479e-01,1.143485601246073957e-01,2.765017698363552573e-02,5.858343354127983904e-01,3.288828225582194342e-01,1.748733914357034069e-01,-8.351784247769876782e-03,8.330138995152231995e-01
5.111085604052502118e-01,3.834809327776226295e-01,1.497697441114790029e-01,6.274215433789999408e-02,6.213317756079925758e-01,3.876208294197033832e-01,2.538875895067909116e-01,2.642669274161956600e-02,8.680803284736248182e-01
4.630099701840414417e-01,3.363833435574148378e-01,1.024176461282539363e-01,1.506108442547415133e-02,5.740528274153271493e-01,3.638922053213776153e-01,2.557694781003059248e-01,-2.156943543669253421e-02,8.203704251910298728e-01
5.105186292121620673e-01,3.848930035865364419e-01,1.506748014003663205e-01,6.298950848982813600e-02,6.223800304905678926e-01,4.360185732650057044e-01,3.580325488998987726e-01,2.604237099661334265e-02,8.682667304953717302e-01
5.081102825837570114e-01,3.834856579591323644e-01,1.490169550219609951e-01,6.100317764314291263e-02,6.207891343285968366e-01,4.584141468930967855e-01,4.141133829415445389e-01,2.373786172002819578e-02,8.662449950384147890e-01
