yfun0,yfun1,yfun2,yfun3,yfunsqrt,yfunsin,yfunsins,yfunexp,yfunlog
5.000000000000000000e-01,2.222222222222222099e-01,4.938271604938271331e-02,1.097393689986282499e-02,4.714045207910316782e-01,2.720081163606946628e-03,9.074819884689608873e-01,5.635225963693744379e-03,7.822309543367662599e-01
5.000000000000000000e-01,2.232232232232232161e-01,4.982860738616494423e-02,1.112290234946424622e-02,4.724650497372511748e-01,5.946385575331558648e-03,9.123479705653161353e-01,5.672919642775859674e-03,7.828816781183218776e-01
5.000000000000000000e-01,2.242242242242242223e-01,5.027650272895518163e-02,1.127320982110706707e-02,4.735232034697183234e-01,1.040756672496917501e-02,9.121928684218707506e-01,5.710865452553694037e-03,7.835294903743400541e-01
5.000000000000000000e-01,2.252252252252252285e-01,5.072640207775343246e-02,1.142486533282734834e-02,4.745789978762495198e-01,1.609247398298430110e-02,9.062342075534707275e-01,5.749065079513923475e-03,7.841744170428169847e-01
5.000000000000000000e-01,2.262262262262262347e-01,5.117830543255968978e-02,1.157787490266115084e-02,4.756324486683243813e-01,2.298689804187420416e-02,8.938670118393496900e-01,5.787520221424037083e-03,7.848164837166730079e-01
5.000000000000000000e-01,2.272272272272272409e-01,5.163221279337395359e-02,1.173224454864453190e-02,4.766835713838135091e-01,3.107360643203799233e-02,8.746917181096682814e-01,5.826232587407783638e-03,7.854557156498473969e-01
5.000000000000000000e-01,2.282282282282282193e-01,5.208812416019623082e-02,1.188798028881355405e-02,4.777323813896523497e-01,4.033238659397708759e-02,8.485341246989949182e-01,5.865203898021132539e-03,7.860921377632582585e-01
5.000000000000000000e-01,2.292292292292292255e-01,5.254603953302652147e-02,1.204508814120427811e-02,4.787788938844623754e-01,5.074009639916549075e-02,8.154565608188678594e-01,5.904435885328749960e-03,7.867257746506323146e-01
5.000000000000000000e-01,2.302302302302302317e-01,5.300595891186481862e-02,1.220357412385276140e-02,4.798231239011207516e-01,6.227072199332162050e-02,7.757598126877718325e-01,5.943930292980973730e-03,7.873566505842075625e-01
5.000000000000000000e-01,2.312312312312312379e-01,5.346788229671112225e-02,1.236344425479506473e-02,4.808650863092799321e-01,7.489544281749321852e-02,7.299757100271274668e-01,5.983688876291311243e-03,7.879847895203124786e-01
5.000000000000000000e-01,2.322322322322322441e-01,5.393180968756544624e-02,1.252470455206725064e-02,4.819047958178381275e-01,8.858270364444698064e-02,6.788506481321082697e-01,6.023713402314454304e-03,7.886102151048244302e-01
5.000000000000000000e-01,2.332332332332332225e-01,5.439774108442776979e-02,1.268736103370537646e-02,4.829422669773616450e-01,1.032982934503042238e-01,6.233206814449411270e-01,6.064005649924816138e-03,7.892329506785104032e-01
5.000000000000000000e-01,2.342342342342342287e-01,5.486567648729810676e-02,1.285141971774550300e-02,4.839775141824610438e-01,1.190054309242800645e-01,5.644791600180992797e-01,6.104567409895588805e-03,7.898530192822548202e-01
5.000000000000000000e-01,2.352352352352352349e-01,5.533561589617645715e-02,1.301688662222369106e-02,4.850105516741210487e-01,1.356648564028099524e-01,5.035381770840836602e-01,6.145400484978334917e-03,7.904704436621734498e-01
5.000000000000000000e-01,2.362362362362362411e-01,5.580755931106281403e-02,1.318376776517599970e-02,4.860413935419865550e-01,1.532349299982579405e-01,4.417853423158770720e-01,6.186506689983115384e-03,7.910852462746215119e-01
5.000000000000000000e-01,2.372372372372372473e-01,5.628150673195718434e-02,1.335206916463849147e-02,4.870700537266043351e-01,1.716717356769522640e-01,3.805375814471870233e-01,6.227887851859141913e-03,7.916974492910935357e-01
5.000000000000000000e-01,2.382382382382382258e-01,5.675745815885956114e-02,1.352179683864722197e-02,4.880965460216228902e-01,1.909291910264003245e-01,3.210937813070060542e-01,6.269545809775973338e-03,7.923070746030215217e-01
5.000000000000000000e-01,2.392392392392392320e-01,5.723541359176995136e-02,1.369295680523825547e-02,4.891208840759503906e-01,2.109591624373158836e-01,2.646881452897508757e-01,6.311482415205264471e-03,7.929141438264718511e-01
5.000000000000000000e-01,2.402402402402402382e-01,5.771537303068834807e-02,1.386555508244765103e-02,4.901430813958718713e-01,2.317115854125805785e-01,2.124460959980854491e-01,6.353699532003050099e-03,7.935186783067443850e-01
5.000000000000000000e-01,2.412412412412412444e-01,5.819733647561475126e-02,1.403959768831146773e-02,4.911631513471275134e-01,2.531345897024085412e-01,1.653444603879405950e-01,6.396199036492578906e-03,7.941206991228760836e-01
5.000000000000000000e-01,2.422422422422422505e-01,5.868130392654917482e-02,1.421509064086576464e-02,4.921811071569511808e-01,2.751746289529592993e-01,1.241775022562972008e-01,6.438982817547715502e-03,7.947202270920509237e-01
5.000000000000000000e-01,2.432432432432432567e-01,5.916727538349159793e-02,1.439203995814660603e-02,4.931969619160719298e-01,2.977766145443386803e-01,8.953013413792104691e-02,6.482052776676882830e-03,7.953172827739189987e-01
5.000000000000000000e-01,2.442442442442442352e-01,5.965525084644203446e-02,1.457045165819004749e-02,4.942107285806776606e-01,3.208840532834531523e-01,6.175935489576855897e-02,6.525410828107574418e-03,7.959118864748278011e-01
5.000000000000000000e-01,2.452452452452452414e-01,6.014523031540048442e-02,1.475033175903215157e-02,4.952224199743437416e-01,3.444391886075779396e-01,4.098463189254608618e-02,6.569058898871435632e-03,7.965040582519652412e-01
5.000000000000000000e-01,2.462462462462462476e-01,6.063721379036694087e-02,1.493168627870897734e-02,4.962320487899247734e-01,3.683831449456794194e-01,2.708759066781285529e-02,6.612998928889907840e-03,7.970938179174201776e-01
5.000000000000000000e-01,2.472472472472472538e-01,6.113120127134141074e-02,1.511452123525658560e-02,4.972396275914132135e-01,3.926560748766827480e-01,1.972100470437410102e-02,6.657232871060449371e-03,7.976811850421596795e-01
5.000000000000000000e-01,2.482482482482482600e-01,6.162719275832388710e-02,1.529884264671103541e-02,4.982451688157630842e-01,4.171973087168596717e-01,1.832670791065360572e-02,6.701762691343323732e-03,7.982661789599247992e-01
5.000000000000000000e-01,2.492492492492492384e-01,6.212518825131437689e-02,1.548465653110838759e-02,4.992486847746814838e-01,4.419455061624356085e-01,2.216169761767677882e-02,6.746590368848985435e-03,7.988488187710507393e-01
5.000000000000000000e-01,2.502502502502502724e-01,6.262518775031288010e-02,1.567196890648470467e-02,5.002501876563868466e-01,4.668388096084103989e-01,3.033137033215743683e-02,6.791717895926037418e-03,7.994291233462079704e-01
5.000000000000000000e-01,2.512512512512512508e-01,6.312719125531938980e-02,1.586078579087604051e-02,5.012496895273365061e-01,4.918149987603501194e-01,4.182854917558087582e-02,6.837147278249775667e-03,8.000071113300695202e-01
5.000000000000000000e-01,2.522522522522522292e-01,6.363119876633389904e-02,1.605111320231846286e-02,5.022472023339227265e-01,5.168116461527217931e-01,5.557673216317182696e-02,6.882880534911340123e-03,8.005828011449058756e-01
5.000000000000000000e-01,2.532532532532532632e-01,6.413721028335643559e-02,1.624295715884802385e-02,5.032427379041383153e-01,5.417662731850485525e-01,7.047582339171815091e-02,6.928919698507441521e-03,8.011562109941073873e-01
5.000000000000000000e-01,2.542542542542542416e-01,6.464522580638697169e-02,1.643632367850078949e-02,5.042363079492137024e-01,5.666165062858664614e-01,8.544851146723847490e-02,6.975266815230708392e-03,8.017273588656390615e-01
5.000000000000000000e-01,2.552552552552552756e-01,6.515524533542552121e-02,1.663121877931281883e-02,5.052279240652235437e-01,5.913002328141764297e-01,9.948543500346779256e-02,7.021923944960622999e-03,8.022962625354256305e-01
5.000000000000000000e-01,2.562562562562562540e-01,6.566726887047207029e-02,1.682764847932017097e-02,5.062175977346661249e-01,6.157557563086929475e-01,1.116873247308874384e-01,7.068893161355078308e-03,8.028629395706717853e-01
5.000000000000000000e-01,2.572572572572572325e-01,6.618129641152664666e-02,1.702561879655890495e-02,5.072053403280147865e-01,6.399219506968694127e-01,1.213024336860116792e-01,7.116176551942529974e-03,8.034274073331164612e-01
5.000000000000000000e-01,2.582582582582582664e-01,6.669732795858922259e-02,1.722513574906508332e-02,5.081911631052415945e-01,6.637384130782478797e-01,1.277577562344813789e-01,7.163776218214791026e-03,8.039896829822248403e-01
5.000000000000000000e-01,2.592592592592592449e-01,6.721536351165981193e-02,1.742620535487476516e-02,5.091750772173155859e-01,6.871456147002469317e-01,1.306827857668313442e-01,7.211694275720418983e-03,8.045497834783187363e-01
5.000000000000000000e-01,2.602602602602602788e-01,6.773540307073840083e-02,1.762883363202400952e-02,5.101570937076738144e-01,7.100850497490482915e-01,1.299248598557862788e-01,7.259932854158747395e-03,8.051077255856458059e-01
5.000000000000000000e-01,2.612612612612612573e-01,6.825744663582501703e-02,1.783302659854887895e-02,5.111372235136678599e-01,7.324993815836557953e-01,1.255554785537455476e-01,7.308494097474534969e-03,8.056635258753901407e-01
5.000000000000000000e-01,2.622622622622622357e-01,6.878149420691963278e-02,1.803879027248542904e-02,5.121154774679850252e-01,7.543325860476406408e-01,1.178673429013891161e-01,7.357380163953255656e-03,8.062172007286257935e-01
5.000000000000000000e-01,2.632632632632632697e-01,6.930754578402226196e-02,1.824613067186972581e-02,5.130918663000451074e-01,7.755300915003575657e-01,1.073622321986665296e-01,7.406593226317025394e-03,8.067687663392140163e-01
5.000000000000000000e-01,2.642642642642642481e-01,6.983560136713290456e-02,1.845505381473782139e-02,5.140664006373731887e-01,7.960389152176206018e-01,9.473020534137333026e-02,7.456135471821155949e-03,8.073182387166440988e-01
5.000000000000000000e-01,2.652652652652652820e-01,7.036566095625154671e-02,1.866556571912578524e-02,5.150390910069500006e-01,8.158077958209268843e-01,8.082095892199864240e-02,7.506009102351383563e-03,8.078656336888232481e-01
5.000000000000000000e-01,2.662662662662662605e-01,7.089772455137820228e-02,1.887767240306967298e-02,5.160099478365376413e-01,8.347873214042015322e-01,6.660848897632748455e-02,7.556216334521721235e-03,8.084109669048106239e-01
5.000000000000000000e-01,2.672672672672672944e-01,7.143179215251287129e-02,1.909137988460554367e-02,5.169789814559846430e-01,8.529300530378314260e-01,5.315047169519931947e-02,7.606759399772970200e-03,8.089542538375030789e-01
5.000000000000000000e-01,2.682682682682682729e-01,7.196786375965555371e-02,1.930669418176945637e-02,5.179462020985078352e-01,8.701906433412860409e-01,4.154399040560402545e-02,7.657640544471908811e-03,8.094955097862683857e-01
5.000000000000000000e-01,2.692692692692692513e-01,7.250593937280623569e-02,1.952362131259747710e-02,5.189116199019534470e-01,8.865259498279469685e-01,3.287938319930577835e-02,7.708862030011118943e-03,8.100347498795312795e-01
5.000000000000000000e-01,2.702702702702702853e-01,7.304601899196493109e-02,1.974216729512565799e-02,5.198752449100363382e-01,9.018951427388619546e-01,2.819406188073997344e-02,7.760426132909505406e-03,8.105719890773100955e-01
5.000000000000000000e-01,2.712712712712712637e-01,7.358810261713163992e-02,1.996233814739006504e-02,5.208370870735602454e-01,9.162598070958738461e-01,2.842815537149617766e-02,7.812335144913457215e-03,8.111072421737069993e-01
5.000000000000000000e-01,2.722722722722722977e-01,7.413219024830636217e-02,2.018413988742675733e-02,5.217971562516149353e-01,9.295840387190625886e-01,3.438375924191161559e-02,7.864591373098720958e-03,8.116405237993531419e-01
5.000000000000000000e-01,2.732732732732732761e-01,7.467828188548909785e-02,2.040757853327179391e-02,5.227554622127570383e-01,9.418345339684965900e-01,4.668943048487339542e-02,7.917197139972933367e-03,8.121718484238072966e-01
5.000000000000000000e-01,2.742742742742742545e-01,7.522637752867983307e-02,2.063266010296123387e-02,5.237120146361684547e-01,9.529806729859860992e-01,6.577135868059008628e-02,7.970154783578828686e-03,8.127012303579124186e-01
5.000000000000000000e-01,2.752752752752752885e-01,7.577647717787858173e-02,2.085939061453113974e-02,5.246668231127973314e-01,9.629945962287850270e-01,9.183237960975876302e-02,8.023466657598178967e-03,8.132286837561079063e-01
5.000000000000000000e-01,2.762762762762762669e-01,7.632858083308534380e-02,2.108777608601757059e-02,5.256198971464800529e-01,9.718512741039365688e-01,1.248396857198441623e-01,8.077135131456383149e-03,8.137542226187005623e-01
5.000000000000000000e-01,2.772772772772773009e-01,7.688268849430010543e-02,2.131782253545658548e-02,5.265712461550453583e-01,9.795285695292210715e-01,1.645217420551810528e-01,8.131162590427778655e-03,8.142778607940951430e-01
5.000000000000000000e-01,2.782782782782782793e-01,7.743880016152288048e-02,2.154953598088424696e-02,5.275208794713990290e-01,9.860072932643342281e-01,2.103745501080109825e-01,8.185551435741659013e-03,8.147996119809822746e-01
5.000000000000000000e-01,2.792792792792792578e-01,7.799691583475366896e-02,2.178292244033661063e-02,5.284688063445933670e-01,9.912712518739918988e-01,2.616770301279538469e-01,8.240304084688990574e-03,8.153194897304903987e-01
5.000000000000000000e-01,2.802802802802802917e-01,7.855703551399247087e-02,2.201798793184974248e-02,5.294150359408772433e-01,9.953072882030866708e-01,3.175149295658244997e-01,8.295422970729847412e-03,8.158375074482968614e-01
5.000000000000000000e-01,2.812812812812812702e-01,7.911915919923928620e-02,2.225473847345969813e-02,5.303595773447306039e-01,9.981053142627229757e-01,3.768123259871318798e-01,8.350910543601574795e-03,8.163536783967019206e-01
5.000000000000000000e-01,2.822822822822823041e-01,7.968328689049410107e-02,2.249318008320253665e-02,5.313024395598822114e-01,9.996583364449354026e-01,4.383694904972500472e-01,8.406769269427655233e-03,8.168680156966665606e-01
5.000000000000000000e-01,2.832832832832832826e-01,8.024941858775692938e-02,2.273331877911432403e-02,5.322436315103106219e-01,9.999624730030667319e-01,5.009056245231948701e-01,8.463001630827322180e-03,8.173805323298134473e-01
5.000000000000000000e-01,2.842842842842842610e-01,8.081755429102777111e-02,2.297516057923111588e-02,5.331831620412298411e-01,9.990169637541130854e-01,5.631047887888711578e-01,8.519610127025890184e-03,8.178912411403930216e-01
5.000000000000000000e-01,2.852852852852852950e-01,8.138769400030661239e-02,2.321871150158897473e-02,5.341210399200591041e-01,9.968241719787849231e-01,6.236632162347985897e-01,8.576597273965844842e-03,8.184001548372149548e-01
5.000000000000000000e-01,2.862862862862862734e-01,8.195983771559346709e-02,2.346397756422395620e-02,5.350572738373774451e-01,9.933895785145367974e-01,6.813361455352933138e-01,8.633965604418654405e-03,8.189072859955455197e-01
5.000000000000000000e-01,2.872872872872873073e-01,8.253398543688833522e-02,2.371096478517212627e-02,5.359918724078633900e-01,9.887217680563277211e-01,7.349823309523186854e-01,8.691717668097332511e-03,8.194126470589727651e-01
5.000000000000000000e-01,2.882882882882882858e-01,8.311013716419121677e-02,2.395967918246954056e-02,5.369248441712194397e-01,9.828324076993542047e-01,7.836044767747296635e-01,8.749856031769776346e-03,8.199162503412374958e-01
5.000000000000000000e-01,2.892892892892892642e-01,8.368829289750211176e-02,2.421012677415226161e-02,5.378561975930827854e-01,9.757362177773896139e-01,8.263840068370704728e-01,8.808383279372829916e-03,8.204181080280343874e-01
5.000000000000000000e-01,2.902902902902902982e-01,8.426845263682100629e-02,2.446231357825634847e-02,5.387859410659212589e-01,9.674509350696141041e-01,8.627088051261995183e-01,8.867302012127127944e-03,8.209182321787811265e-01
5.000000000000000000e-01,2.912912912912912766e-01,8.485061638214791424e-02,2.471624561281786023e-02,5.397140829099156267e-01,9.579972684679053385e-01,8.921928432776805584e-01,8.926614848652718662e-03,8.214166347283569092e-01
5.000000000000000000e-01,2.922922922922923106e-01,8.543478413348283562e-02,2.497192889587285941e-02,5.406406313738287839e-01,9.473988472153936913e-01,9.146869336846065179e-01,8.986324425085430792e-03,8.219133274888114071e-01
5.000000000000000000e-01,2.932932932932932890e-01,8.602095589082575655e-02,2.522936944545740509e-02,5.415655946358606254e-01,9.356821618456586664e-01,9.302802001177015168e-01,9.046433395194045449e-03,8.224083221510447572e-01
5.000000000000000000e-01,2.942942942942942675e-01,8.660913165417670478e-02,2.548857327960755634e-02,5.424889808044900397e-01,9.228764979701935545e-01,9.392922271099695131e-01,9.106944430498238249e-03,8.229016302864582411e-01
5.000000000000000000e-01,2.952952952952953014e-01,8.719931142353565257e-02,2.574954641635937569e-02,5.434107979193045779e-01,9.090138630796253949e-01,9.422562201699746787e-01,9.167860220387319403e-03,8.233932633485783192e-01
5.000000000000000000e-01,2.962962962962962798e-01,8.779149519890259989e-02,2.601229487374891874e-02,5.443310539518173563e-01,8.941289065416602178e-01,9.398938663754652367e-01,9.229183472239759628e-03,8.238832326746503565e-01
5.000000000000000000e-01,2.972972972972973138e-01,8.838568298027757453e-02,2.627682466981225151e-02,5.452497568062706357e-01,8.782588329957080608e-01,9.330829148156258857e-01,9.290916911543503631e-03,8.243715494872099203e-01
5.000000000000000000e-01,2.982982982982982922e-01,8.898187476766054871e-02,2.654314182258542959e-02,5.461669143204285204e-01,8.614433093606581604e-01,9.228187855471912115e-01,9.353063282017133606e-03,8.248582248956225493e-01
5.000000000000000000e-01,2.992992992992993262e-01,8.958007056105153632e-02,2.681125235010451552e-02,5.470825342663566682e-01,8.437243656882439380e-01,9.101717526823176474e-01,9.415625345731789067e-03,8.253432698976022053e-01
5.000000000000000000e-01,3.003003003003003046e-01,9.018027036045053735e-02,2.708116227040556837e-02,5.479966243511910085e-01,8.251462901097976754e-01,8.962414224927734985e-01,9.478605883233929760e-03,8.258266953807010813e-01
5.000000000000000000e-01,3.013013013013012831e-01,9.078247416585755181e-02,2.735287760152464720e-02,5.489091922178943594e-01,8.057555181389913779e-01,8.821103340137301796e-01,9.542007693668927773e-03,8.263085121237773167e-01
5.000000000000000000e-01,3.023023023023023170e-01,9.138668197727256581e-02,2.762640436149781456e-02,5.498202454460023869e-01,7.856005166072339563e-01,8.687985433167776383e-01,9.605833594905455880e-03,8.267887307984358447e-01
5.000000000000000000e-01,3.033033033033032955e-01,9.199289379469559325e-02,2.790174856836112605e-02,5.507297915523576837e-01,7.647316625218314456e-01,8.572210120587300253e-01,9.670086423660746722e-03,8.272673619704471459e-01
5.000000000000000000e-01,3.043043043043043294e-01,9.260110961812663410e-02,2.817891624015064767e-02,5.516378379918335240e-01,7.432011171497098223e-01,8.481495077233243141e-01,9.734769035626653425e-03,8.277444161011423551e-01
5.000000000000000000e-01,3.053053053053053079e-01,9.321132944756568839e-02,2.845791339490243502e-02,5.525443921580466267e-01,7.210626956414065702e-01,8.421805416757262019e-01,9.799884305596574113e-03,8.282199035487844974e-01
5.000000000000000000e-01,3.063063063063062863e-01,9.382355328301274222e-02,2.873874605065255064e-02,5.534494613840601485e-01,6.983717325212260851e-01,8.397106289790756684e-01,9.865435127593233378e-03,8.286938345699187414e-01
5.000000000000000000e-01,3.073073073073073203e-01,9.443778112446780948e-02,2.902142022543705360e-02,5.543530529430746867e-01,6.751849433797445510e-01,8.409198605390069137e-01,9.931424414997282527e-03,8.291662193206995601e-01
5.000000000000000000e-01,3.083083083083082987e-01,9.505401297193089016e-02,2.930594193729200644e-02,5.552551740491108445e-01,6.515602831143676443e-01,8.457644452492429910e-01,9.997855100676800166e-03,8.296370678581965752e-01
5.000000000000000000e-01,3.093093093093093326e-01,9.567224882540198427e-02,2.959231720425346476e-02,5.561558318576812487e-01,6.275568010722751833e-01,8.539785206869128231e-01,1.006473013711764453e-02,8.301063901416795288e-01
5.000000000000000000e-01,3.103103103103103111e-01,9.629248868488107793e-02,2.988055204435749110e-02,5.570550334664523540e-01,6.032344934577991147e-01,8.650851598741773341e-01,1.013205249655466621e-02,8.305741960338814955e-01
5.000000000000000000e-01,3.113113113113112895e-01,9.691473255036818502e-02,3.017065247564014452e-02,5.579527859158974756e-01,5.786541533731633935e-01,8.784161334816731337e-01,1.019982517110380564e-02,8.310404953022438868e-01
5.000000000000000000e-01,3.123123123123123235e-01,9.753898042186330553e-02,3.046262451613748756e-02,5.588490961899396092e-01,5.538772188673869445e-01,8.931396362826206081e-01,1.026805117289509607e-02,8.315052976201389168e-01
5.000000000000000000e-01,3.133133133133133019e-01,9.816523229936643946e-02,3.075647418388557930e-02,5.597439712165851455e-01,5.289656193731542277e-01,9.082948676568647350e-01,1.033673353420650441e-02,8.319686125680740840e-01
5.000000000000000000e-01,3.143143143143143359e-01,9.879348818287757295e-02,3.105220749692047880e-02,5.606374178685492593e-01,5.039816209154924787e-01,9.228320812162265074e-01,1.040587530759873834e-02,8.324304496348773341e-01
5.000000000000000000e-01,3.153153153153153143e-01,9.942374807239671985e-02,3.134983047327824512e-02,5.615294429638710838e-01,4.789876704791292128e-01,9.356564991354647809e-01,1.047547956605087913e-02,8.328908182188625720e-01
5.000000000000000000e-01,3.163163163163162928e-01,1.000560119679238802e-01,3.164934913099494429e-02,5.624200532665210028e-01,4.540462399235584701e-01,9.456743312834856585e-01,1.054554940309697895e-02,8.333497276289776323e-01
5.000000000000000000e-01,3.173173173173173267e-01,1.006902798694590540e-01,3.195076948810662842e-02,5.633092554869992830e-01,4.292196698359240781e-01,9.518390539625140034e-01,1.061608793296356032e-02,8.338071870859334878e-01
5.000000000000000000e-01,3.183183183183183051e-01,1.013265517770022273e-01,3.225409756264936006e-02,5.641970562829252689e-01,4.045700137120156747e-01,9.531960913848420702e-01,1.068709829070800532e-02,8.342632057233163589e-01
5.000000000000000000e-01,3.193193193193193391e-01,1.019648276905534140e-01,3.255933937265920175e-02,5.650834622596199175e-01,3.801588828548519428e-01,9.489241054190411528e-01,1.075858363235789386e-02,8.347177925886809513e-01
5.000000000000000000e-01,3.203203203203203175e-01,1.026051076101126142e-01,3.286650093617220908e-02,5.659684799706785618e-01,3.560472923785029109e-01,9.383712331380851257e-01,1.083054713505129767e-02,8.351709566446284816e-01
5.000000000000000000e-01,3.213213213213212960e-01,1.032473915356798277e-01,3.317558827122444459e-02,5.668521159185360148e-01,3.322955087020867948e-01,9.210848119637767839e-01,1.090299199717795729e-02,8.356227067698666078e-01
5.000000000000000000e-01,3.223223223223223299e-01,1.038916794672550409e-01,3.348660739585197776e-02,5.677343765550245669e-01,3.089628989151047000e-01,8.968333907466905508e-01,1.097592143852144445e-02,8.360730517602531497e-01
5.000000000000000000e-01,3.233233233233233084e-01,1.045379714048382674e-01,3.379956432809085032e-02,5.686152682819231030e-01,2.861077823906374995e-01,8.656201316458234096e-01,1.104933870040227493e-02,8.365220003298236007e-01
5.000000000000000000e-01,3.243243243243243423e-01,1.051862673484295074e-01,3.411446508597713867e-02,5.694947974514994460e-01,2.637872850172785499e-01,8.276870499617134946e-01,1.112324704582194797e-02,8.369695611118030953e-01
5.000000000000000000e-01,3.253253253253253208e-01,1.058365672980287608e-01,3.443131568754689148e-02,5.703729703670444851e-01,2.420571964141725041e-01,7.835099034889843050e-01,1.119764975960797423e-02,8.374157426596025022e-01
5.000000000000000000e-01,3.263263263263262992e-01,1.064888712536360138e-01,3.475012215083617823e-02,5.712497932833991987e-01,2.209718304860157634e-01,7.337839149650152715e-01,1.127255014855989453e-02,8.378605534477989725e-01
5.000000000000000000e-01,3.273273273273273332e-01,1.071431792152512941e-01,3.507089049388105451e-02,5.721252724074749052e-01,2.005838896665824711e-01,6.794008759730956193e-01,1.134795154159620387e-02,8.383040018731019449e-01
5.000000000000000000e-01,3.283283283283283116e-01,1.077994911828745600e-01,3.539362673471757592e-02,5.729994138987651864e-01,1.809443331900882357e-01,6.214185236714103722e-01,1.142385728990233558e-02,8.387460962553044963e-01
5.000000000000000000e-01,3.293293293293293456e-01,1.084578071565058532e-01,3.571833689138180501e-02,5.738722238698518163e-01,1.621022497196382139e-01,5.610233892911857811e-01,1.150027076707960984e-02,8.391868448382190371e-01
5.000000000000000000e-01,3.303303303303303240e-01,1.091181271361451599e-01,3.604502698190981125e-02,5.747437083869038066e-01,1.441047346511424854e-01,4.994885772186024031e-01,1.157719536929513633e-02,8.396262557906009061e-01
5.000000000000000000e-01,3.313313313313313579e-01,1.097804511217924661e-01,3.637370302433764330e-02,5.756138734701687909e-01,1.269967723993477571e-01,4.381281352870067813e-01,1.165463451543278552e-02,8.400643372070557557e-01
5.000000000000000000e-01,3.323323323323323364e-01,1.104447791134477858e-01,3.670437103670136370e-02,5.764827250944579706e-01,1.108211239602289733e-01,3.782498126144105965e-01,1.173259164724514345e-02,8.405010971089348359e-01
5.000000000000000000e-01,3.333333333333333148e-01,1.111111111111111049e-01,3.703703703703703498e-02,5.773502691896258421e-01,9.561822003077008469e-02,3.211080655166176356e-01,1.181107022950645020e-02,8.409365434452161780e-01
5.000000000000000000e-01,3.343343343343343488e-01,1.117794471147824514e-01,3.737170704338071969e-02,5.782165116410412642e-01,8.142605995327328872e-02,2.678591621498219721e-01,1.189007375016660865e-02,8.413706840933721232e-01
5.000000000000000000e-01,3.353353353353353272e-01,1.124497871244617975e-01,3.770838707376847343e-02,5.790814582900537522e-01,6.828011673679934557e-02,2.195201529818561204e-01,1.196960572050621840e-02,8.418035268602250820e-01
5.000000000000000000e-01,3.363363363363363612e-01,1.131221311401491569e-01,3.804708314623635179e-02,5.799451149344533318e-01,5.621324839311458987e-02,1.769333202888546674e-01,1.204966967529260378e-02,8.422350794827899723e-01
5.000000000000000000e-01,3.373373373373373396e-01,1.137964791618445298e-01,3.838780127882042426e-02,5.808074873289232887e-01,4.525561580877468515e-02,1.407375017588092803e-01,1.213026917293692948e-02,8.426653496291029999e-01
5.000000000000000000e-01,3.383383383383383181e-01,1.144728311895479023e-01,3.873054748955674642e-02,5.816685811854876986e-01,3.543460735861636568e-02,1.113474096492447218e-01,1.221140779565236742e-02,8.430943448990403377e-01
5.000000000000000000e-01,3.393393393393393520e-01,1.151511872232593020e-01,3.907532779648138083e-02,5.825284021739535190e-01,2.677477044908138648e-02,8.894174870032417468e-02,1.229308914961327326e-02,8.435220728251227040e-01
5.000000000000000000e-01,3.403403403403403304e-01,1.158315472629787013e-01,3.942214821763038307e-02,5.833869559223452406e-01,1.929775016248835851e-02,7.346058583213804782e-02,1.237531686511550259e-02,8.439485408733098382e-01
5.000000000000000000e-01,3.413413413413413644e-01,1.165139113087061001e-01,3.977101477103982263e-02,5.842442480173350994e-01,1.302223515559680633e-02,6.461205651348622681e-02,1.245809459673771595e-02,8.443737564437813203e-01
5.000000000000000000e-01,3.423423423423423428e-01,1.171982793604415263e-01,4.012193347474574817e-02,5.851002840046672926e-01,7.963910947699104348e-03,6.188812125246900830e-02,1.254142602350383391e-02,8.447977268717079546e-01
5.000000000000000000e-01,3.433433433433433213e-01,1.178846514181849520e-01,4.047491034678422223e-02,5.859550693895765328e-01,4.135420714990845070e-03,6.458872573136859030e-02,1.262531484904654694e-02,8.452204594280107175e-01
5.000000000000000000e-01,3.443443443443443552e-01,1.185730274819363911e-01,4.082995140519130733e-02,5.868086096372004956e-01,1.546333689214030027e-03,7.185338403483471081e-02,1.270976480177190421e-02,8.456419613201089369e-01
5.000000000000000000e-01,3.453453453453453337e-01,1.192634075516958436e-01,4.118706266800306603e-02,5.876609101729886042e-01,2.031212395629533596e-04,8.269890951549857538e-02,1.279477963502503694e-02,8.460622396926574806e-01
5.000000000000000000e-01,3.463463463463463676e-01,1.199557916274632957e-01,4.154625015325555393e-02,5.885119763831033746e-01,1.091406976302944365e-04,9.606177385730302332e-02,1.288036312725698504e-02,8.464813016282732860e-01
5.000000000000000000e-01,3.473473473473473461e-01,1.206501797092387751e-01,4.190751987898484049e-02,5.893618136148178754e-01,1.264626965826687321e-03,1.108433915558152405e-01,1.296651908219259228e-02,8.468991541482522312e-01
5.000000000000000000e-01,3.483483483483483245e-01,1.213465717970222540e-01,4.227087786322696744e-02,5.902104271769081922e-01,3.666691930247101272e-03,1.259565116408061236e-01,1.305325132899958981e-02,8.473158042132742374e-01
5.000000000000000000e-01,3.493493493493493585e-01,1.220449678908137325e-01,4.263633012401801120e-02,5.910578223400392295e-01,7.309331679452024666e-03,1.403708556142425068e-01,1.314056372245879165e-02,8.477312587240993791e-01
5.000000000000000000e-01,3.503503503503503369e-01,1.227453679906132383e-01,4.300388267939402737e-02,5.919040043371479598e-01,1.218344151111849794e-02,1.531561719691745815e-01,1.322846014313538293e-02,8.481455245222535577e-01
