uniform,persistent,antipersistent
2.014502106072568743e-03,3.720881997187672208e-01,3.987402499538819645e-01
4.073633216715469851e-01,3.685261868956422049e-01,3.594992905354098545e-01
3.173180921116537379e-01,3.699976873875150396e-01,4.525329396303536256e-01
8.561279386640487932e-01,3.693244347046958365e-01,6.807480930145320963e-01
2.668699777878091872e-03,3.685036150372892338e-01,6.502600059660024190e-01
3.645802986259556455e-01,3.689954754779834478e-01,5.963220438762598663e-01
5.523281227778888969e-01,3.749367936015330915e-01,4.866552025473921406e-01
1.663936389315072706e-01,3.764274851353188733e-01,3.941120765052377184e-01
8.303138518034657301e-01,3.778906904161007940e-01,2.728668603113688085e-01
4.391012183329368046e-01,3.798488270126408883e-01,3.328985038752965697e-01
8.250669022007519615e-01,3.807720820760476799e-01,3.969678092404395064e-01
8.949186845315574290e-01,3.865190144412240514e-01,3.877385537500243617e-01
4.336852011862815104e-01,3.867277441238785585e-01,4.191593460442116226e-01
4.272904663977465933e-01,3.880564270540838856e-01,4.610631043307992782e-01
5.099652642369578714e-01,3.844348457265397978e-01,5.992809351668082485e-01
5.386859416319930149e-01,3.883266683928022767e-01,5.655281058204252309e-01
6.414479079644447301e-01,3.929391445319720955e-01,5.850793626766064293e-01
6.216357833561435564e-01,3.935267506793623249e-01,6.736223065345490202e-01
8.337790743461525045e-01,3.904779977779410105e-01,5.244556556601307484e-01
8.178450867829456516e-02,3.889726047707577350e-01,4.785170283256180435e-01
4.694764701424691822e-02,3.902524702613585639e-01,4.278585071506309512e-01
1.126051113831418871e-01,3.940837570436354631e-01,5.718608396863387178e-01
3.335299243071363495e-01,3.928861422798629599e-01,5.101797014080375892e-01
3.445977323692706040e-01,3.914562233477200670e-01,3.052124250684455364e-01
3.602594158431361437e-01,3.901626477479731014e-01,3.687536360023140336e-01
1.360214708765095093e-02,3.913060388402734846e-01,5.453953959932941187e-01
3.763639675985682720e-01,3.879856318280489047e-01,5.325325270986894788e-01
6.394711801331232071e-01,3.892780474182366834e-01,3.948642771613137259e-01
3.739165020665141670e-01,3.903142724079694537e-01,4.493711845669311478e-01
8.849228545017855385e-01,3.858835886480863064e-01,4.464582768846943051e-01
3.502401107023098703e-01,3.859132954277219030e-01,3.701527724444884093e-01
4.337992829875875200e-01,3.866916596650272764e-01,4.767354554593614679e-01
7.192287661766736395e-01,3.877392509523203690e-01,3.093585305710283007e-01
8.577508599156055125e-01,3.906719515630004969e-01,4.998127416539708268e-01
9.052995967093239171e-01,3.896163860181034444e-01,4.519760640780401406e-01
1.506542746580916692e-01,3.860941035982138336e-01,4.320277402943940026e-01
4.080677915908403897e-02,3.773180354979800422e-01,3.613155451064652968e-01
6.239650032904413557e-01,3.787227613531236603e-01,1.806091748565597788e-01
9.587431910186751116e-01,3.802521554194896458e-01,1.739959409292982651e-01
7.566684444797872056e-01,3.818286308883999669e-01,2.208212922492505392e-01
5.911610998004398487e-01,3.812255946578427257e-01,2.831834386487220301e-01
2.982383516914316468e-01,3.804974891784330127e-01,3.225456180261122574e-01
6.492173856266644227e-01,3.816814802850748700e-01,4.006858086804995223e-01
3.237339606492752875e-01,3.830971472696763080e-01,3.297677111673714134e-01
4.314104644613081518e-01,3.788437591040913488e-01,2.155335628204909371e-01
1.492789485039613950e-01,3.784601729679986648e-01,2.078348908288397412e-01
9.018696250915980706e-01,3.866540539182548031e-01,3.404376774157241159e-01
4.711077080301497855e-01,3.854900281717376642e-01,4.268859024186705264e-01
6.208728320872053397e-01,3.872135107650316321e-01,5.314375794160153266e-01
8.391673676973232521e-01,3.904901093543323709e-01,4.703355434031214477e-01
7.856715092033783598e-01,3.951322760010136936e-01,4.310998047799023403e-01
2.448232500128557643e-01,3.988570709019473859e-01,4.552890144579889720e-01
6.676865096899736729e-01,4.014235717164235662e-01,5.819018419130850273e-01
2.861024987067305458e-01,4.041752914801732266e-01,4.424471126014198896e-01
3.090355286625092734e-01,4.134466996954661022e-01,3.591602796843730294e-01
7.228250623604235425e-01,4.153703312529662406e-01,2.792240729364485752e-01
3.362399704118621546e-01,4.154895716362978497e-01,4.041138895468489034e-01
7.623406757086989005e-01,4.221767165383197296e-01,4.276505621163946280e-01
8.133057622750405891e-03,4.234040467219005177e-01,5.555307566170332167e-01
2.529427251163520740e-01,4.240487573603399785e-01,4.655782431313202352e-01
6.586242500315410142e-01,4.290804677865732719e-01,3.618192851201095794e-01
2.571675125289805131e-01,4.248841923873318827e-01,4.251058702026558334e-01
3.214448733228537636e-01,4.320688564775463925e-01,4.575677654231670166e-01
7.775067953400274234e-01,4.300848962991705160e-01,3.012322486306080460e-01
1.274890283296492566e-02,4.320173139796669171e-01,3.732849868124485382e-01
7.001036646098602878e-01,4.358885454556095107e-01,3.690583652195877917e-01
4.635032067020102842e-01,4.363805053527005651e-01,5.158040685159509531e-01
4.748903434113496136e-01,4.400075229929026888e-01,4.272363922798601554e-01
4.773082893322088127e-01,4.420503535045463006e-01,5.502666407156320272e-01
6.874773769909831023e-01,4.474650758729309397e-01,4.811161850938325824e-01
7.346106937361179812e-01,4.497736438782479751e-01,4.936445900396938535e-01
5.842203225783684228e-01,4.510654642945116644e-01,5.651887902251025997e-01
3.255026499824038577e-01,4.557283822473484625e-01,5.226752229848927733e-01
4.251816967260481084e-01,4.516948932464948663e-01,4.772315834381234967e-01
2.752558416894856919e-01,4.524878002048351444e-01,3.535248202636763204e-01
5.504986571323466915e-02,4.553065222105808219e-01,3.695199001837753405e-01
5.382964253560806878e-02,4.628683095440506712e-01,3.999032774083690067e-01
5.993432282773291098e-01,4.654099998153022333e-01,4.387455907176989189e-01
3.944417905713155648e-01,4.724090088663850384e-01,6.087042424172408595e-01
5.009639909746426145e-01,4.724631720259346301e-01,6.013817253577879995e-01
1.335804552947196244e-01,4.740949207909641028e-01,5.512224909486037605e-01
2.411931755876339789e-01,4.754747963823777734e-01,5.514897065768881168e-01
6.944894459590519320e-01,4.737453509710081723e-01,4.685764882532240105e-01
9.562534959048785144e-02,4.747861389662694220e-01,4.856337184354319603e-01
3.342069484641707611e-02,4.758691607611494900e-01,5.013816668254421627e-01
8.421137073089584035e-01,4.766174123264879658e-01,4.725801514606046694e-01
2.963861613208672585e-01,4.771104083428283071e-01,4.560886402817424523e-01
3.819348603262742170e-01,4.743970682431882802e-01,4.262500908942113975e-01
5.240484501937038297e-01,4.728218923727713352e-01,3.484787854418536224e-01
1.468903109645122163e-01,4.757288799553568981e-01,4.193547992572688177e-01
7.939729565063247119e-02,4.762247733418030760e-01,5.316192944494001482e-01
2.589784218812679617e-01,4.784400908044012524e-01,4.754987125349339760e-01
7.933122909982216475e-01,4.822353162220526790e-01,5.049092743833402119e-01
9.204612229278419377e-02,4.787132337886048083e-01,5.948923807378678763e-01
7.843794042515087606e-01,4.792818032571647402e-01,5.297496340078780008e-01
2.975367826919941283e-01,4.730645739212250289e-01,4.557487295851036513e-01
1.165031415292098194e-01,4.779288856928148310e-01,6.425310192888702421e-01
9.477210855658912969e-01,4.765328648136090139e-01,6.209373966517000021e-01
4.353922427330871869e-01,4.788268824995772222e-01,5.700260487187124303e-01
5.521382385968379714e-01,4.765028627722415200e-01,6.230202617074406257e-01
4.286706636775012846e-01,4.787796878317436833e-01,6.169627740430528862e-01
4.994581765851313637e-02,4.780194126759662043e-01,7.004343703210208494e-01
9.417652277252086535e-01,4.798114409058530372e-01,7.433110018732540514e-01
8.211320650397537779e-01,4.807256868805312444e-01,8.438282503772790433e-01
2.522903601631086845e-01,4.748365854520994467e-01,7.356308702546316969e-01
3.937923097859614696e-01,4.754486769110034539e-01,6.690915948339696273e-01
1.260140399254638943e-01,4.799482596597211548e-01,4.624756248275937454e-01
3.792758893984189417e-01,4.790306703720302317e-01,2.760872958508975294e-01
6.284282452081113579e-01,4.763706215696034141e-01,3.475341187697261192e-01
1.584099350665267858e-01,4.757149805655417341e-01,3.485824254549131362e-01
3.439176903667935381e-01,4.786673332852664497e-01,3.778998730577651788e-01
9.829833831316077131e-01,4.860685715456370959e-01,3.897844508693122934e-01
5.918544134443285420e-01,4.880856978652404199e-01,2.864810257378927472e-01
8.106327184182086087e-01,4.918543195195195783e-01,3.160194279401127848e-01
8.055344300042718286e-01,4.932687873893253916e-01,3.209814625672211541e-01
9.067696440653497669e-01,4.948321643047287610e-01,3.153991638619163540e-01
1.214654191254660454e-01,4.960029546755341245e-01,3.196769668306841394e-01
8.285535465940939703e-01,4.963288866731076499e-01,2.883005426446449970e-01
2.931608371130548507e-01,4.963100758298073512e-01,2.391508922043978080e-01
7.375640212288314679e-01,4.972498374416967071e-01,2.057971102421606024e-01
5.063738036549934041e-01,5.006668382132201112e-01,3.087258534821158418e-01
9.514719325776791470e-01,5.037124287067804573e-01,3.608852189631316376e-01
2.515144403975171361e-01,4.961397334035100859e-01,4.015487671571953965e-01
6.631228668476663035e-02,4.963600794581761178e-01,4.030079481269459585e-01
2.971011652064498021e-01,4.996178906960899724e-01,5.525056171015808593e-01
6.692100174474402419e-01,4.964888832441661792e-01,4.875758760535470193e-01
4.239179199903242434e-02,4.946870152582294455e-01,6.178837734359444722e-01
9.264884198046988706e-01,4.946630300764788268e-01,5.948727414612836606e-01
6.755814724651489911e-01,4.950079751591436872e-01,6.630124532620521594e-01
4.752271355962378596e-01,4.953074730909456935e-01,6.091686494335807334e-01
3.738886326066785948e-01,4.998530239612985482e-01,6.416945834428802176e-01
1.010210480848905412e-02,4.993363586600789161e-01,6.136301282456445572e-01
6.950722277577259245e-02,5.007580383552048264e-01,5.895065510244262841e-01
4.076635945189172050e-01,5.021846879997429181e-01,5.575241291269360522e-01
3.770000670311486335e-01,5.093109967970161911e-01,6.604631713935382731e-01
6.458623249014959766e-01,5.093008524152362604e-01,6.492507619154830323e-01
6.327390107449671897e-01,5.133459205096392308e-01,5.244262111655050296e-01
4.078654270869509491e-01,5.137125391113224193e-01,4.869272966537106506e-01
9.869393408014290880e-01,5.180311330084955701e-01,5.803110364549429745e-01
6.442715634795050939e-01,5.165948136696743020e-01,6.451803503441190246e-01
9.583577307719352012e-01,5.199370528636789723e-01,6.441270669876321131e-01
6.263666634298870051e-01,5.241244711146841873e-01,6.979318567169867649e-01
6.063236706030967760e-01,5.242177303665712662e-01,6.825527672914365462e-01
7.309113032454446213e-01,5.250145394325176351e-01,5.657615306974486113e-01
9.300351225645664410e-01,5.260652849784860363e-01,5.442513931786761017e-01
2.495558150705619038e-01,5.269378024098830826e-01,4.023283774888676279e-01
8.134316268548583695e-01,5.272442866386632954e-01,3.191451425003649089e-01
9.144111970972003123e-01,5.316446340918170588e-01,4.133430869311464084e-01
3.263453759176551117e-01,5.327082363673226739e-01,5.225018289342704403e-01
5.971992694328704943e-01,5.337734976214127958e-01,5.140498293282105280e-01
1.847023775514465838e-01,5.377769807606199715e-01,5.285443711844306502e-01
5.403994763118707967e-01,5.368036529416464475e-01,5.322280241774234311e-01
1.611601560434059444e-01,5.449650154211751474e-01,4.766795100150758580e-01
4.406574941629382014e-01,5.435215234125176931e-01,4.994378880457187031e-01
4.668602682878320032e-01,5.477013530786727369e-01,4.472725779083788766e-01
6.987663336526599434e-01,5.534949950386071071e-01,5.359881061330143970e-01
4.950391980302943917e-01,5.550090008292083432e-01,5.124382855144353766e-01
8.568287820751945283e-01,5.527577743338705218e-01,5.227252079128784645e-01
1.888962440977118851e-01,5.565799464501250959e-01,4.838668667950303259e-01
1.135725288845851333e-01,5.613967186940099774e-01,4.328834606673985785e-01
5.852177519716319498e-01,5.559935064567516072e-01,4.451860908939498374e-01
3.803831533580759316e-01,5.587635900419160029e-01,3.872493551247811472e-01
5.770905957329504066e-01,5.606947362164259596e-01,5.652829397655348975e-01
7.697045149837695721e-01,5.656679151769811176e-01,5.270708834930388775e-01
7.708205578556671655e-01,5.701738599523009654e-01,4.402709359135366096e-01
9.232482200572293962e-01,5.761641924583571495e-01,6.350928302244610579e-01
7.354792964434180291e-01,5.798267037292846870e-01,7.203508962076140554e-01
8.854700772529432440e-01,5.759180076806189597e-01,6.995638034099828095e-01
9.980701891852816754e-01,5.752213122684145530e-01,6.888668463591963720e-01
2.024097927458262669e-01,5.733647879022228944e-01,5.755706111025699068e-01
6.075755241931201089e-01,5.749531539558582205e-01,5.927814307206913380e-01
9.018653039592539056e-01,5.811438337483525451e-01,6.610983470701656817e-01
2.031633247743390713e-01,5.758129835503695837e-01,6.502277981551866093e-01
6.893808524306525021e-01,5.774410499691368104e-01,5.881243135345489703e-01
5.679292979181926881e-02,5.807892511033557748e-01,5.506392561251396423e-01
4.738656890041543779e-01,5.823077922111328242e-01,5.352521263442739929e-01
8.453987760013008668e-01,5.812104582086244919e-01,5.607723589672146680e-01
8.104877399770749058e-01,5.879059778686573923e-01,4.892630938398112583e-01
7.309664473063214318e-01,5.881582980157274987e-01,4.676864734738094276e-01
4.429404790726163554e-01,5.902644886819163883e-01,3.910181769111059080e-01
1.273863572439192238e-01,5.914085636224103437e-01,3.110564166701772493e-01
2.119532953367069261e-01,5.948112774311756779e-01,2.712561622919886228e-01
2.579019256388750403e-01,5.973851543707899836e-01,3.399861838907913825e-01
9.700091147096465694e-01,5.951433156814762704e-01,2.260318772207488558e-01
9.820818829639441638e-01,5.984509631673148311e-01,3.369047130327014195e-01
7.101291281268113931e-01,5.955751386549403836e-01,3.575284504023866772e-01
8.713199647139172610e-01,5.928630344628075255e-01,4.522472876850407442e-01
4.527906817285521912e-01,5.934418865736498239e-01,5.653341840108025984e-01
9.582072840742551501e-01,5.950384979847554989e-01,5.059846391656354081e-01
6.567384906416365853e-01,5.961270428373169894e-01,5.061206115497766111e-01
3.307958534884413160e-01,5.928470306319217897e-01,5.037164248672119093e-01
7.010327775874705125e-01,5.949172894286776092e-01,4.707905687337675671e-01
4.615097738121188842e-01,5.954182366439790819e-01,5.843691282981804402e-01
3.862250287555268891e-01,5.985351904280948876e-01,4.950038842781463999e-01
8.905509891836841385e-01,6.060242483755472476e-01,4.443448712811070012e-01
1.264852711915975814e-01,6.073270182536165684e-01,4.732309886477253369e-01
8.651559371852145519e-01,6.099479429003431541e-01,5.113832227205624692e-01
3.795806714287286443e-01,6.076089132648172519e-01,5.367958138170445537e-01
2.759447240460028983e-01,6.082157423990239842e-01,5.768019738070528923e-01
8.159165364231422135e-01,6.032205955183578272e-01,4.815436411743387879e-01
6.229951375541695757e-01,5.989030842647432573e-01,5.561054145062498399e-01
7.410049928850770407e-02,5.972536910971826263e-01,4.523385717830440411e-01
2.482791708096447891e-01,5.944325655095517025e-01,5.640123906331059311e-01
1.414753092971265946e-02,5.911141911303177121e-01,5.759692947025500942e-01
5.622202286394683002e-01,5.923400547382910997e-01,6.033805420341675774e-01
4.206543421620528855e-01,5.893238558512465808e-01,5.674578364377002027e-01
3.942239663753944745e-01,5.949505011712273861e-01,6.225689978332180630e-01
1.142171908938541813e-01,5.957926898677355920e-01,7.742167473060256322e-01
3.650800384771423213e-01,5.958485508610295023e-01,1.000000000000000000e+00
1.911026258361041563e-01,5.942452888959760537e-01,9.427459745290399651e-01
9.612056809809046420e-01,5.941685123955976477e-01,7.376714496587165604e-01
3.114611240528135649e-01,5.991398263806035906e-01,7.980349006751589203e-01
1.682693245687848504e-01,5.921802428824884945e-01,7.252399562246685250e-01
6.621134812386786361e-02,5.930018098047989961e-01,8.092908640008352750e-01
6.161131638159794699e-01,5.959003496281024548e-01,7.841081138939410833e-01
6.314942969482817414e-01,5.939256739984071221e-01,7.863362983607149470e-01
5.135074004577478979e-01,5.908342119498718459e-01,6.617114642565251614e-01
8.155780506544246800e-01,5.865506219871607918e-01,6.351163861341925232e-01
1.653358576352890186e-01,5.903733123283958495e-01,5.920033523244009332e-01
7.756686269280618218e-01,5.853559817706757151e-01,6.707052821526290343e-01
2.498324411313506133e-01,5.887919148287172888e-01,6.387164837521022154e-01
4.968287004338624024e-01,5.868056306186157922e-01,6.569318798178702679e-01
4.677253979523428029e-01,5.866485011694745344e-01,6.346834911858606487e-01
6.268532824346320087e-01,5.876849186133877856e-01,6.982656057325643539e-01
8.385323466364943412e-01,5.865282667890633350e-01,7.509961726507717872e-01
1.334425987973121286e-01,5.867201709229565854e-01,9.097188032537204538e-01
1.002621568670017949e-01,5.892760958187901466e-01,8.490738380348390457e-01
9.582580394567609128e-01,5.859634935235188413e-01,7.865374344612451329e-01
1.632423699654609317e-01,5.897152012822032274e-01,7.514577898187678739e-01
9.380485502616621174e-01,5.956833347401795375e-01,8.468783111793851681e-01
8.143251749471560608e-01,5.973343323429159968e-01,7.804163469108070794e-01
9.909386813039198216e-01,6.011263392898446023e-01,9.469053049259009702e-01
6.647027180478876085e-01,6.029772521938088214e-01,8.116185822513607429e-01
9.738783968975284200e-01,6.019199207653431749e-01,7.902335155189741389e-01
1.976732366791725815e-01,6.026364731364214355e-01,8.910891771761200175e-01
5.240837928740172957e-01,6.002120215022649363e-01,7.705397575344705707e-01
5.834238390917231287e-01,6.047400528989546054e-01,8.020597538453443365e-01
9.573710617131564460e-01,6.070370917346938899e-01,7.034850689235514487e-01
3.699224617196172904e-01,6.091690829741522872e-01,6.862411106328401011e-01
6.625341857589700512e-01,6.094953682637309633e-01,7.155686240016233546e-01
1.819616869822479055e-01,6.095859597145912856e-01,5.347530774326455516e-01
8.903979138761245471e-01,6.109972465344937209e-01,5.214457433910424378e-01
9.161988806621871317e-01,6.131161108163279971e-01,6.257560861521781481e-01
6.656566692969196897e-01,6.209345331972430104e-01,5.925230393146659891e-01
8.647995303358347874e-01,6.239225634425035194e-01,5.155054815862544215e-01
6.321252368407538347e-01,6.246598668073759519e-01,3.898646537193087291e-01
9.805354745554087925e-01,6.295013819100708785e-01,4.144257789258236069e-01
1.989583723757862854e-01,6.356107949653785338e-01,3.557990011436828470e-01
6.532027970840635911e-01,6.372835432443570980e-01,5.459597352164696771e-01
4.015168068251985245e-01,6.387192422817344895e-01,5.238181962935696268e-01
1.662468699050675403e-01,6.377798805595450427e-01,6.367949933638714644e-01
7.916644340481335806e-01,6.406351950194126843e-01,5.947675476117667559e-01
9.012908861912576342e-01,6.408519013030292699e-01,4.276147659740353602e-01
5.673409209522546348e-01,6.440386590235059883e-01,6.511032366461046994e-01
7.115337928706235715e-01,6.460423339409031573e-01,6.091218756419896074e-01
3.233474612929463365e-01,6.512867325616452652e-01,7.280209802843288225e-01
5.254087043457484896e-01,6.522758174513263452e-01,7.667204021464987251e-01
6.264771489302637386e-01,6.536909761096139082e-01,7.342371099144416879e-01
9.103171083584615797e-01,6.575714835333361652e-01,7.973517732738579777e-01
4.080710494795147802e-02,6.582369069756046631e-01,7.302168911275337404e-01
3.390031762526776182e-01,6.650718354094972140e-01,6.270880547861655829e-01
4.033618615447116529e-01,6.676467547706027572e-01,6.380062097624782380e-01
6.924975725846428398e-01,6.671056482703860979e-01,5.990980056490929906e-01
6.942191954799632470e-01,6.698660258681137236e-01,6.194510662855121641e-01
5.668842207910000930e-01,6.739004534358165044e-01,4.291235131660961488e-01
1.475899198659392786e-01,6.701512822932262914e-01,3.291292485526154388e-01
8.499636895812044957e-01,6.692578103895319153e-01,1.851868980235168438e-01
7.953469265902846086e-01,6.753945518624958622e-01,2.141199892555902262e-01
4.224530908151887809e-01,6.735982025312863275e-01,2.479256898531395636e-01
1.220990950587221846e-01,6.754362689222486171e-01,2.571439457267244988e-01
8.546518896558609191e-01,6.759831656214473350e-01,3.555804166111802833e-01
2.116101969786202686e-01,6.798338009514355296e-01,4.001892010703756997e-01
4.535461018595553506e-01,6.799936945780997721e-01,2.217953032298747018e-01
7.323093384887708890e-01,6.779995634711037944e-01,2.972552617987080370e-01
6.018234730969207469e-01,6.838193981600718674e-01,3.625746841689023725e-01
8.918199595423623727e-01,6.826435036712628079e-01,3.175587961917422097e-01
1.643672406112260953e-01,6.810860459187961791e-01,2.449516558530099863e-01
6.572813296376883718e-01,6.776133149190569638e-01,2.787132389420661771e-01
8.250126456409656583e-03,6.824145939030785701e-01,3.411380029781475032e-01
1.169576931840368150e-01,6.913095772687742890e-01,3.528099746344428578e-01
7.976511307417573082e-01,6.931803461035085379e-01,4.126263838652813876e-01
6.809592899826326651e-01,6.929079156444274412e-01,2.968891534485560979e-01
7.098130051318485290e-01,6.964723269173761500e-01,4.298546926210105590e-01
3.921533129373544480e-01,6.979874863955289888e-01,4.515867600199854337e-01
6.749154717897138944e-01,7.013964294382473152e-01,4.559519472368115944e-01
4.366233856967622895e-01,7.030260120045794814e-01,4.738301943303030450e-01
2.011849054791936542e-02,7.020548686336780531e-01,4.946342275546871114e-01
3.209637250583826651e-01,7.030128254371084129e-01,3.365007191154955057e-01
8.151965025834568834e-01,7.029203647847166447e-01,3.074632619650861654e-01
9.797054069009668575e-01,7.049765895037732877e-01,4.127226115119514982e-01
6.263495092716980794e-01,6.981773546943038644e-01,4.322579361344481286e-01
2.355171090276417800e-01,6.924439197359739673e-01,4.535098243977288557e-01
5.771952672121418715e-01,6.938875588120337889e-01,5.385953022948373192e-01
7.754146348047444848e-01,6.952747210650155330e-01,5.520738404419429646e-01
6.180473807626957194e-01,6.969342245699448046e-01,3.670763542244539490e-01
8.290733743030526126e-01,7.047005673430668526e-01,4.312200336233267817e-01
9.792603493804814541e-01,7.028665434609797646e-01,4.229595377836051218e-01
8.057590141524659799e-01,7.088028989000012547e-01,3.737048126834802142e-01
6.630771768601828597e-02,7.078389602311315754e-01,3.252000908825464776e-01
2.298009234075235607e-01,7.085628625015478743e-01,4.176334618163892176e-01
5.958760205767009710e-01,7.116058662773934174e-01,5.084470480913384494e-01
3.139415166781276412e-01,7.196893890470287269e-01,4.751645346885689514e-01
8.717258931284748158e-01,7.207190564589028847e-01,5.657162809610405407e-01
5.539101915682179689e-01,7.226083324926471096e-01,6.180142892962446899e-01
3.254576131562600949e-01,7.174230762815356766e-01,8.644159318698881878e-01
3.841098857723379556e-01,7.177544475095178900e-01,9.574015558217237043e-01
1.201574196554739959e-01,7.183190184194797601e-01,8.190557540617942056e-01
6.733193064540764494e-01,7.211785916515717210e-01,7.608779580393049136e-01
5.043918482745772813e-01,7.174321242579160263e-01,7.453911915545380351e-01
8.754790009458545130e-01,7.200775774265268936e-01,6.091837516046677559e-01
1.343833951017066042e-01,7.206833529448889442e-01,5.983176739313317283e-01
1.236931889216942304e-01,7.233925222333926763e-01,6.550262053112082539e-01
3.235415863310411311e-01,7.201206004258089433e-01,6.617340054978871899e-01
7.589336049882433599e-01,7.207463221793672936e-01,6.210029830866736766e-01
6.989552308742194020e-01,7.184885881746504444e-01,7.336043095466571184e-01
4.117372106029317802e-01,7.219700517280688290e-01,7.095486874355216855e-01
4.905920779393536657e-01,7.278418261584392868e-01,6.345939934955128203e-01
3.216536612182510080e-01,7.352121631325573281e-01,6.149776676508733608e-01
2.074446529791932337e-01,7.403319125426456315e-01,6.934663959070456185e-01
9.344369963173346783e-01,7.408844568973119715e-01,7.495694728941380003e-01
4.509304606993518316e-01,7.416037877491111763e-01,6.164089885115212608e-01
9.260254339391505995e-01,7.418182072908584557e-01,6.193278156406417656e-01
6.421060784831467139e-01,7.473617776743967100e-01,6.169048529705409845e-01
3.868586619077191147e-01,7.473757218408431102e-01,6.862647276775649674e-01
9.234831531466848320e-01,7.499818660057120390e-01,6.653805175502608416e-01
6.922087156109959505e-01,7.541152041935537120e-01,6.404505767735014787e-01
1.803527669978677306e-02,7.547093414662138233e-01,6.706271848557303628e-01
2.765494342917050874e-01,7.518453217175246062e-01,5.419142193793236029e-01
4.825672952832915641e-02,7.511917719362101176e-01,6.250336322007687961e-01
2.533232005957022359e-01,7.499966545429286313e-01,5.480840915924651835e-01
9.296993541316777021e-01,7.454192479940133786e-01,6.488949645361511420e-01
4.933151362425282072e-01,7.426709821871053663e-01,5.992446743776778106e-01
4.346425330600487413e-01,7.423949813064443237e-01,6.248762641676924856e-01
3.929665076425545855e-01,7.378195547500914220e-01,6.334577730619811442e-01
3.497239016498923103e-01,7.419594542443415097e-01,5.581841658159140129e-01
7.419626350988982599e-01,7.395247578421418888e-01,5.805295792236214725e-01
7.594828546046963336e-01,7.371676622329083051e-01,6.705368194398169113e-01
5.756972655831982255e-02,7.317951893554170972e-01,6.581968894152047111e-01
3.654193093707651663e-01,7.287130671834028961e-01,5.831945519262967670e-01
7.831035616571075941e-01,7.311596938463024165e-01,6.112043523613832630e-01
7.529007613629845608e-02,7.342150172240790029e-01,5.595939260036079110e-01
9.035303341851784742e-01,7.349535509687240564e-01,7.148578110220580317e-01
4.077325829875922958e-01,7.402845558459080211e-01,6.947931772353181934e-01
2.677823181433229838e-01,7.464168568268184645e-01,6.107981859606301800e-01
8.854995549330294535e-01,7.474049816307462013e-01,5.476724238985241078e-01
9.968054505709021962e-01,7.509405172745118318e-01,4.278865044321684130e-01
8.737604271365588815e-01,7.545296244039620959e-01,5.354743430844702834e-01
1.890195449669238581e-01,7.527536146130583417e-01,5.081849706164670577e-01
5.155393114209927408e-02,7.541841483421702907e-01,6.524232825023379423e-01
2.931856856756250851e-01,7.544240039189825664e-01,7.240750875646435603e-01
8.655603987768538676e-01,7.564900750568555043e-01,6.409097080921911660e-01
8.750916984496496243e-01,7.573822367596079186e-01,5.722039361970647775e-01
4.208844573229852948e-02,7.590725887077092171e-01,4.784124269973869525e-01
7.467280063691703607e-01,7.542980296324182099e-01,4.937859724755676583e-01
8.139162516388547264e-01,7.574465020145778604e-01,5.515342843498154402e-01
9.643824800513700612e-02,7.606811432445349519e-01,5.233671357480348396e-01
8.375965720843886464e-01,7.611743923644328502e-01,4.945112477373532767e-01
5.407499342601483905e-01,7.613580215012333285e-01,3.877195199166197370e-01
2.548284894230440356e-01,7.619408795608867413e-01,4.296218030387823905e-01
3.181091665032091953e-01,7.544874533185292886e-01,3.458360502346660148e-01
4.732096661918557823e-01,7.602368215576253974e-01,3.847035521074602671e-01
8.783731926506126442e-01,7.611920743360791608e-01,4.206734510159375606e-01
8.604485490616875509e-02,7.632292017252514382e-01,3.283229016199477601e-01
5.883045034235172555e-01,7.646745779304310320e-01,3.828327536558788768e-01
5.215876378777205558e-01,7.676966875737318841e-01,4.017027116220982519e-01
1.330745510217045124e-01,7.663203756756261642e-01,4.530607084717722111e-01
5.126702446911126643e-01,7.665946057226586952e-01,4.765676797094572370e-01
5.299405766962274056e-01,7.718377291098155180e-01,4.123284481532764612e-01
9.068656616817323268e-01,7.718547532946513634e-01,6.116062768471598465e-01
6.983242542963516986e-01,7.734235621054252885e-01,4.214617674210667242e-01
7.554970184305487280e-02,7.752731778932097084e-01,4.741417134707983649e-01
7.409107191817686511e-01,7.733216160538270989e-01,3.581714358323109804e-01
7.437564533420744084e-01,7.704389012260345337e-01,3.405213576315710977e-01
2.067180760414466523e-02,7.708975990877157125e-01,3.343995184152392941e-01
4.783421246927717085e-01,7.713459495302386060e-01,2.860765795024485247e-01
1.955478461234443355e-01,7.748803606645284781e-01,3.782925372938738540e-01
8.244590827523192722e-01,7.768494358529092203e-01,3.278288743534854000e-01
8.557641618243172488e-01,7.774715164885698249e-01,3.924067291739803398e-01
8.357131541477896830e-01,7.804092192274150186e-01,3.255544872223162245e-01
8.363704617309259959e-01,7.842218330110575231e-01,4.235565762382028088e-01
7.843077644619084188e-01,7.846737311714566676e-01,4.923918762792371395e-01
3.028280477411744442e-01,7.905123256377184493e-01,5.317270081036535867e-01
5.348919332898158796e-01,7.952060513066118164e-01,5.483510761500692832e-01
7.653764822707299631e-01,7.922299626861963873e-01,6.047217508293289967e-01
8.182750019441973333e-01,7.949218315870233420e-01,5.741891229825754062e-01
8.363605337633839287e-02,7.948964907176427896e-01,6.452805073002269021e-01
3.554871087953477282e-01,7.900924927803600895e-01,4.570010307594164489e-01
1.759978516341608179e-01,7.869584849421419337e-01,5.080024962518169263e-01
