ar0,ar1,ar2,ar3,ar4
-2.078109261021296561e+00,6.079600733312229721e+00,-8.743546643936199736e-01,-9.805896105066469470e-01,4.764289263468419744e-01
6.909162364227570963e-02,-6.458451401757352883e+00,-6.563254285568783652e-01,-5.870344312858231106e-01,1.769526110782241979e+00
-1.367846456632416108e-01,7.223231020655344281e+00,-4.640961124149155514e-01,-3.655547898191817691e-01,2.548955444655603753e+00
2.940390223141847725e-01,-6.311290744717685364e+00,1.592663661055756963e+00,-1.329150995661427359e+00,8.079076838122902782e-01
-1.249554920355480769e+00,4.986980332489086898e+00,-1.499602581840355553e+00,-1.872017603692401888e+00,1.635713610178048949e+00
-4.345119657362621194e-04,-5.431574819405105892e+00,1.046823102092455215e+00,5.202058632167645413e-01,1.849438636847498652e+00
-2.162997868002766288e-03,6.248383594012559605e+00,4.351352733383611615e-01,-1.135512615985747320e-01,2.169814914788216420e+00
-1.769791208037100994e+00,-2.856881994483637222e+00,-8.491207181502697932e-01,-1.801744950794190725e+00,2.045979882130427363e+00
7.836011966970399811e-01,1.654396773265585985e+00,-9.746271781727733341e-01,-1.599961393774882223e+00,7.684978086808182951e-01
-2.601934811574397877e-01,7.572600273322760422e-01,-1.257836083511738146e+00,-8.781316769852487436e-01,1.358695636884601710e+00
-9.993579128152989544e-01,-7.801464164555917957e-01,1.532912332277486245e-02,-1.357823206702191587e+00,2.078175269919966262e+00
6.157481340868217190e-01,1.123568304026892006e+00,1.113441556927096787e+00,9.620206636760330055e-01,6.319107831837995626e-01
-4.803734574873299579e-01,-5.247000740003096020e-01,-1.837181752264304135e+00,1.043677877285933642e+00,-3.713975272502584302e-01
-1.170519785682975433e+00,9.157215317969344959e-01,-5.314759410421318053e-01,1.948477185593601169e-01,-2.679412733863800744e-01
-1.243690032909394283e+00,-1.238429809837483075e+00,-3.960100398040820036e-01,-3.620987459907868411e-01,-4.551519434689297317e-01
-2.083428911822195584e+00,9.934570167978299393e-01,-3.592325614085194463e-01,-1.360395903465609457e+00,-1.024501933488497274e+00
-1.082677295742160428e+00,-2.085201414539306963e+00,1.093004875727494607e+00,-8.264039376281482330e-01,-9.002714076784483765e-01
-1.666862857386552266e+00,2.340445051250692909e+00,-4.346413060635490044e-02,-1.852730852067238643e-01,-7.853882045684899005e-01
-1.519445748900131621e+00,-2.949217127120903559e+00,1.483680615923730128e+00,8.146344166140786491e-01,3.003235945388910144e-01
-4.184449608693747713e-01,4.445092990342331518e+00,-1.538478169004865448e-01,2.908442817918311940e-01,-1.454149005975540865e+00
-1.101275604447557566e+00,-3.088670130717259266e+00,-4.816429830458157091e-01,2.791833264291748717e-01,2.914437634265087951e-01
9.220422277548154799e-01,2.765945771057535030e+00,-4.139361180149594421e-01,-1.339350409580503110e+00,8.310391860378265605e-01
-1.461695542149400007e+00,-2.892671284148111699e+00,5.206746906649114548e-01,-5.269107883554953187e-01,1.749387768783235320e+00
5.263254614356224215e-01,2.095492129468419229e+00,8.885203733585056440e-01,-1.355071725470083366e-01,1.090080670189625511e+00
-7.990565441094662491e-01,-3.984949227046880704e+00,2.038004370630900897e-01,-2.490028526351045490e-01,2.205679010483498459e+00
5.988822795850180514e-01,3.952677666629652364e+00,-3.719169188302793860e-01,3.535492189131076990e-01,7.067320084635171362e-01
2.484547947721661654e+00,-2.190581749258246447e+00,8.353163380206829469e-01,-1.582892093001803335e+00,3.558671150256301763e-01
6.035960109205186219e-01,1.998678036004350123e+00,-1.738265851666977724e-01,4.735218283941967088e-01,5.531150236099273698e-01
3.482903368868481286e-01,-2.007770342919724893e+00,-2.140407498323410040e-01,4.741168014990751467e-01,1.424540900728393344e+00
-1.861067140650528584e-01,1.991521279187622007e+00,-4.215275786273567360e-01,1.133122196750597110e+00,1.343582699584267459e+00
-1.217540994507716441e-03,-1.498869352087676576e+00,-5.262805561011081323e-01,5.832303001321820224e-01,-2.532789823846188781e-01
3.991299355293185802e-01,3.748458978059845847e+00,1.522023695117110442e+00,1.490906346729724830e-01,-8.201830776712697446e-01
1.390199500133274757e+00,-2.613009009359819501e+00,-1.834532371224959935e+00,4.387875612259998226e-01,-1.850400589525778461e+00
-6.420717407133140764e-01,3.968023594680587074e+00,1.605597673946101978e-02,1.469037374627210735e+00,-1.600710528776819075e+00
4.100124523227134388e-01,-2.919726811761023555e+00,1.374834458620044941e+00,-1.077560249148491023e+00,-3.017230692009535531e+00
-8.017372663115664988e-01,3.893280384102416392e+00,-1.799687120010113439e+00,-2.254502882990390700e-01,-3.359158202105191560e+00
-6.030309469310222159e-01,-2.859918305922698689e+00,2.050416460238069671e+00,1.578951413339221954e+00,-2.579623346092232428e+00
7.699514405303082842e-01,1.610739611494269807e+00,6.962630787387956710e-01,7.512268166682298798e-01,-2.188152403131971013e+00
9.811325448780085223e-02,-1.993917841356541043e+00,1.053005646303524445e+00,-5.115649858555675333e-01,-2.258358937784646692e+00
9.951416310677403398e-01,2.245948646944879723e+00,1.031551194601827648e+00,5.001980154524419131e-01,-3.438930704462353383e+00
-6.217840722925782604e-01,-1.829396248670612790e+00,-1.769809714390111255e+00,-7.971396770352065508e-02,-4.182195882659114794e+00
-2.831846788312286090e-01,1.410926607954677614e+00,2.218336957989551772e-01,-6.804210207429792767e-01,-2.930438084699797496e+00
-5.403262280119635053e-01,-1.189901257913888344e+00,1.739269955484463059e+00,6.362190775252525299e-01,-3.144006608428607130e+00
1.047727823879720077e+00,1.776063458627508584e+00,-1.742922941891966282e+00,-9.871429473942014421e-02,-2.473755818044098831e+00
5.265479720098864558e-01,-2.596267315361723949e+00,-2.240271531767937807e-01,1.909912772796843738e-01,-4.784872322413540324e-01
1.099966786716886913e-01,2.252743978580564743e+00,9.742178888603012510e-01,6.522575543800465114e-01,2.041321232757644211e+00
-1.598267519770607992e+00,-1.482076416188157886e+00,-7.212699275133551691e-01,-2.022149767352127703e-01,2.157765670083167109e+00
-1.887466494561019115e+00,3.607306585963767631e+00,-6.304947862150052096e-01,5.414074162048814198e-01,1.989151956607069449e+00
-1.655397446232174774e+00,-3.863069742573869814e+00,1.248121848801048150e+00,-1.278920654205332852e+00,1.672256980816758443e+00
3.101696135630264139e-01,5.803021604103395958e+00,2.511331134767353923e-01,-6.746597461970641474e-01,-6.497124911709306616e-01
6.702632105236701332e-02,-4.421484866317324069e+00,1.937957807758380335e+00,4.192651270072177416e-01,8.666999134619099987e-01
2.968887028451965282e-01,3.352421474033033810e+00,3.553491586208915587e-01,1.419424700628855618e+00,2.905380897627967141e-01
-7.852189682845439611e-01,-3.283892745969879012e+00,-2.875883283160081683e-01,-1.188813016668087474e+00,1.362989402469641176e+00
-7.757052523865290428e-02,2.645491099046282990e+00,1.282333247704256496e-01,-7.625179228572026569e-02,1.847826583512524046e+00
1.179992520070538564e+00,-3.492739672739420431e+00,-8.368099749102269058e-01,1.046429339629627808e+00,-8.593261916339871576e-01
-1.583030550413580650e+00,3.774527203133738684e+00,1.981976584966339272e-01,-1.117243957195906523e+00,-1.372456643585279412e+00
-1.203544117116386980e+00,-4.518234075556523344e+00,1.528411884333445991e+00,8.750755465815591716e-01,-2.252793367958733750e+00
6.092152812306231846e-01,3.029904255943659308e+00,-1.378554892150539946e+00,-1.421632404789109350e+00,-2.790826005010670574e+00
-1.643953989380369796e-01,-3.448812746668322937e+00,9.899731423520965468e-01,-1.854413130354345185e+00,-2.955431810379409274e+00
-9.031409643705073931e-01,3.209465259549443505e+00,-1.900336347125241243e+00,-8.102304464055167799e-01,-2.968087854820182780e+00
8.112992074798117681e-01,-1.435372997071773460e+00,-3.763313191145978287e-02,1.313139595149391270e-01,-3.457650082191150442e+00
-1.890666142664046978e+00,1.061859998829120189e+00,7.179696244870629185e-01,1.750976147247021331e+00,-1.925049478688350968e+00
2.445502011208302573e+00,-1.700590608503084189e+00,-7.606786319636058558e-01,7.406076345650036696e-01,-3.379435042708678338e+00
-1.066223706013871286e-01,2.090463804478208676e+00,1.409044146618835480e+00,8.695531595840205741e-01,-3.127740139628082172e+00
-5.095733796170588414e-01,-2.875548825774203454e+00,9.276580032594943237e-01,1.196245732030475795e+00,-2.411856407600236896e+00
1.202295466255830281e+00,2.994728067027353724e+00,1.839722546228642619e+00,-6.980811931765475986e-01,-2.227364925495662895e+00
-1.132125627536770089e-02,-1.104777024941666186e+00,-1.472555710442577492e+00,2.153575781870376016e-01,-9.736239909717256946e-01
-9.959475536393829209e-01,1.496449776743214999e-01,-2.354115982166544163e-01,1.384004163712987179e+00,-9.712872005635799777e-01
-4.640849956191653858e-01,-1.348996609513537059e+00,3.311950214419556726e-01,4.174552746438547346e-01,-1.147937033991649480e-01
4.281425060037053476e-01,1.172511328772244399e+00,-9.129405238393034638e-03,1.419504521676029640e-01,5.145773292792994447e-01
-4.977561045882440000e-02,-1.566427348665177188e+00,-8.984151106134845577e-01,1.964377008020921911e-01,4.174838492743193630e-01
-1.508019938434386753e-01,-1.134224326509485348e-01,1.667092489376279740e+00,1.281306711212303107e+00,-1.012863171799012196e-01
8.629370133589515657e-01,5.352485600412165700e-01,-1.431481151907481708e+00,-7.925910034269172399e-01,-7.033490682864040888e-01
-5.433735714743919143e-01,-2.130548926557262468e-01,1.342712951584018155e+00,-6.779029677006154220e-01,-1.429367999842803827e-01
1.707315154494586595e+00,1.282072854086376390e+00,2.506447116002271103e-01,-8.706211862380291988e-01,-1.739824327912421698e+00
6.252062461796086268e-01,-1.621781399544363733e+00,6.186217811727204863e-01,-7.182663037389827032e-01,-2.133222621308731526e+00
-1.976032244948801253e+00,-2.944118213787556559e-01,1.177751857971002680e+00,-3.185227549855161877e-01,-1.776891973195361407e+00
3.188718353640712100e-01,1.510657752618359995e+00,7.911808382384916127e-02,-1.452621269113664404e+00,-3.580742478954075381e-01
6.705018188297314774e-01,-1.256455017610030200e+00,-9.656359654987834995e-01,8.121797538047976772e-01,-1.297806576486010277e+00
4.885296271372765453e-01,1.438392985695937654e+00,-5.923648402734003060e-01,-9.068693160120741004e-01,-1.102837667675209854e+00
2.014356606123049453e-02,-2.160436484354148590e+00,-1.652459968893407627e+00,-1.813825210106223995e+00,-2.129990692325176571e-01
4.074676373984385536e-01,1.937636544643081216e+00,-2.030238569237690083e-01,-5.822978273608470090e-01,-1.347376506857578260e-01
1.239445782456088246e-01,-1.573388621376525798e+00,-3.392396097736456451e-01,1.017823531615669186e+00,-8.145013928720916674e-01
-1.387232718488873306e+00,3.509375350789801118e+00,-1.923118644940330357e+00,1.837137762654135198e-01,-3.153149629541610599e-01
-5.162596920885544893e-01,-3.134915757804098480e+00,6.493262629560370147e-01,-1.526457807797933386e+00,5.154629666879340100e-01
5.351816215306301472e-02,3.919857764138349410e+00,1.116899095447505985e+00,-2.433431250119217459e+00,1.524759344477873535e+00
-9.670551614389417683e-01,-5.494537697894444683e+00,4.705131975422843782e-02,-5.171801049987641008e-01,-8.867824585147485728e-01
2.225623346313482243e-01,4.434334910345185676e+00,-8.620761456140564327e-01,8.960934437336681713e-01,2.247859455358477421e-01
2.344442045629922866e+00,-4.184523886008837401e+00,6.499540246411195099e-01,9.479084156676704787e-01,1.458924340775573369e-01
4.878410780056722795e-01,5.035046953964307015e+00,-7.655193427946375140e-01,1.967448071648220109e-02,-4.404483723668545792e-01
6.345131057047521672e-01,-3.503870127087650665e+00,-1.613676628943042923e-01,2.608522810880939069e+00,-1.273522896528956005e+00
1.286607310939563709e+00,4.977102709418067761e+00,-2.601311036296785062e-01,3.135284546601785571e+00,-4.265926687289756103e-02
-9.560906673260587407e-01,-3.001760172798956461e+00,-8.446510455003780615e-01,9.125568847601743805e-01,-3.036462348158842917e-02
-5.622634503887015134e-01,3.149358043142711949e+00,4.662054884020494505e-01,1.711220165903099000e-02,2.256031184300726355e+00
-2.678421634512095362e-01,-3.228039692809565153e+00,5.957089061287992870e-02,-1.142305784854515283e+00,1.780274031629698994e+00
-9.115951279004639307e-01,2.543226607123832750e+00,-1.025077934573005223e+00,-1.656775272561214596e+00,2.491915275925859596e+00
-7.647071458521191856e-01,-1.697671350049585470e+00,-9.549750723654961693e-01,5.045911844516834943e-01,2.621857758045622599e+00
-4.421366818418743794e-01,7.613166977403923452e-01,1.521483127308070005e+00,-4.702006271165274365e-01,1.326939916801634034e+00
8.547785835287315948e-01,-9.290040258992144917e-01,4.404899625514259731e-01,-7.494117896648756494e-01,8.064229330707913812e-01
6.142151324364517606e-01,-4.779536875264021045e-01,8.466647555710988815e-01,-1.112732664504140212e+00,5.881379226912388791e-01
-2.922824638525541308e-01,-9.863089764938975934e-02,6.193677566934705503e-01,6.779647622763326220e-01,7.790210659815357541e-01
-1.998634322447694123e+00,-9.851986582185241759e-02,-9.573499085782646301e-01,1.072929791775094399e+00,1.590556609756988982e+00
-4.083136979140339906e-01,-8.101272098512699582e-01,5.846629115754415906e-01,1.298614546981596840e+00,9.874789168219995084e-01
-5.770415158544286438e-01,1.317332738159325833e-01,1.290838403102739784e+00,1.477269756654437105e-01,-5.111187001305838029e-01
-8.463949060829393245e-01,5.620252033361391453e-01,-5.457140111314655595e-01,-1.094519223642201444e+00,5.299163347049514750e-01
7.080031434691361758e-01,-4.923089758412129147e-01,-2.004056896422014289e-01,1.243130386884641503e+00,5.908690191129111202e-01
5.122196246782823037e-01,8.160411402958036575e-01,-1.969562708687143449e+00,1.803808913322626495e+00,1.045872023516094540e-01
6.992593406489908681e-01,-5.313590296908767829e-01,2.081727921007840099e+00,-1.249793036633750631e-01,1.126113565971029962e+00
4.310481433675497631e-02,1.108832299069860472e+00,1.471846543581254885e+00,-2.304144702195877470e-01,1.337750807255102758e+00
1.688178451449751316e+00,3.240060000734853451e-01,-2.491841917550447760e-01,4.003007331125255641e-01,1.192912191778131570e+00
-4.207138496531025451e-01,2.418066290482162595e-02,9.094802746553219963e-01,1.184981893996250729e-01,1.083269614369838374e+00
-3.860400367696089630e-01,-1.055668557228804261e+00,1.994618032089074733e+00,8.998594867624317706e-01,1.036289722778535261e+00
2.838466756696557125e-01,2.008608139983932617e+00,-2.068521140083638965e+00,-9.148903442922962093e-03,3.825135464402366070e-01
1.162770964282352715e+00,-1.645041768996327036e+00,1.605402364445829844e-01,3.650884844618154657e-02,1.375788276507208474e+00
2.172725669702929352e+00,1.939827891942301763e+00,5.130160927509360702e-01,2.009284043852824553e+00,7.839172305837336374e-01
9.202758362879615017e-01,-7.432271141767754496e-01,-1.080654425906709903e+00,5.997320138267200340e-01,9.735097337679983198e-01
2.751759806578489842e-01,9.727928969573806928e-01,8.759653637052595698e-01,2.847363478199483877e-01,1.571281005641972595e+00
2.171972093812215843e-01,8.421075813944000066e-01,2.804058249151168414e-01,1.695715013891416989e+00,5.394004779203452893e-01
-1.244143825628012623e+00,-1.692354019456634884e+00,2.222644544336676908e+00,-1.322588711967552344e+00,1.391502248060811464e+00
1.851945414603143603e-01,5.827678130183843175e-01,-7.151517925415561416e-01,-2.214305559418828562e+00,-6.131458922777557330e-01
-5.127411304769137201e-01,-1.489091049651375176e+00,1.150709825973707634e+00,2.997788070386310233e-01,2.692967685577588588e-01
-1.210697257174900981e-01,-1.497254111349084482e-01,-1.952784228807851463e-01,-1.193772765053474405e+00,4.547926010350630821e-02
-2.178697249180411077e+00,6.179711689410711806e-01,-1.243774537558405280e+00,2.960406208684476792e-01,4.992990848930611847e-01
1.328262418396270350e+00,-1.457633897742632412e+00,4.350827034801264537e-01,1.251141917628342481e+00,1.180746750704558146e+00
1.376907328523035323e+00,1.692533289992102619e+00,1.391621177116329600e+00,1.175776270209814900e+00,1.222925018218270488e+00
1.398373321953457982e+00,-3.002261737975134182e+00,-1.749177151745134662e+00,7.744122302599747432e-01,2.306543667261351516e-02
1.342045822287661228e+00,1.154877379651799707e-01,1.630060448211380963e+00,8.314495876695610077e-02,9.970473497775925176e-02
-3.440841338095241841e-01,8.344840271134656984e-01,-1.239978324836205292e+00,7.883356514758013134e-01,-5.777329243265171277e-01
-5.821943976936928555e-01,4.268424445863705508e-02,-5.311904462128151927e-01,1.990063341376966388e-01,-3.764760526276386687e-01
6.943035320201007554e-01,-5.583960902461465592e-01,2.667107115793862615e+00,4.718792859821604457e-01,-5.571019204284657356e-01
-8.022303486303127285e-01,-3.244046719387979616e-01,-7.427606726902403755e-01,-7.402575815255455494e-01,-2.976766130950157851e+00
-9.962407996350229611e-02,1.882186127007646759e-01,7.049963934569585255e-01,4.199504247281548031e-01,-3.929201500999985441e+00
6.816190325758783031e-01,-2.533425846806344417e+00,2.813051705142557424e-01,-9.602320127140442363e-01,-4.553996211345036293e+00
-3.737069083644146694e-01,8.412592160758924908e-01,-1.872983155701045677e-01,4.793047031329147889e-01,-6.455205857820471849e+00
-9.638901503106084290e-02,-6.637880993862211865e-01,-1.490004766197777220e-01,-2.572356472183401355e-01,-5.954859235864233824e+00
1.005383036294773325e+00,-1.524195849468947372e+00,4.036414387064644893e-02,-6.662721926236163661e-01,-5.231898141629905297e+00
1.919432899190080255e-01,2.026006764374661095e+00,-4.278120015217780625e-01,1.677246552861991480e-01,-6.946218329813506287e+00
5.075827230926295563e-02,-1.291115955117441150e+00,-2.261715079261496508e-01,-2.876993622460818356e-01,-5.886219132532198195e+00
8.575648312402197604e-01,5.948259269547189199e-01,1.107631879138038178e+00,-5.411108544127871678e-01,-6.030549868541800862e+00
4.699970333176896053e-01,-1.917301372170296281e+00,4.588797430448754433e-02,8.182165815001002374e-02,-4.893726638774226423e+00
-7.121618667954439097e-01,1.487855477133513737e+00,6.168449270884633906e-01,3.217033224377644496e-01,-4.617448443986842399e+00
-1.586963934303371238e+00,-9.914682404863131016e-01,7.726546786705382197e-02,-1.286433521089714871e+00,-3.077720198253629746e+00
1.237147093921691532e+00,-5.397376236567261731e-01,8.688041829124494297e-01,4.103433477505541438e-01,-2.318862419543425979e+00
-5.914022524370485812e-01,1.450570834604945292e+00,3.792941330699243219e-01,-2.545623918538471586e-01,-2.031892659572210214e+00
-1.197376400527843554e+00,-1.944454757567316783e+00,-1.110696970492234925e+00,-1.996857306406014110e-01,-2.359004880762810341e+00
2.144375741170266858e-01,-2.904371951902595672e-01,6.270590434367957489e-01,-1.126386936343152234e+00,-8.669875114823271112e-01
9.017201278080258509e-02,-5.918873648750341276e-01,1.096301700876546992e+00,-5.583155337117676753e-01,6.313022628003301939e-01
-7.124443047319933831e-01,7.121759730074113115e-01,-2.434820659787304997e+00,-1.998812622163943287e+00,-6.175167568332607937e-01
-9.117193867842876553e-01,2.214933552849285281e-02,3.527855455257928874e-01,-1.490348731807595417e+00,-1.241792768289746718e+00
1.571829684721743225e+00,-2.979612496838199842e-01,-2.470523297131780316e-01,-9.091194354152303259e-01,-1.961154031771036088e+00
-6.089935086055170421e-01,-1.669765333512024941e-01,-3.796939957882518035e-01,-1.173741772865394051e+00,-2.728660339062923601e+00
-9.241502556977020388e-01,3.217563118721001314e-01,-8.374870769307573015e-01,-6.519578321228740592e-01,-2.668413315956414067e+00
1.155072810992396892e+00,7.478109135317481115e-01,-5.452421153232511752e-01,-1.317551105281052237e+00,-2.859400636628759873e+00
7.810314587662067209e-01,-7.698513635334471861e-01,-1.307317634567752407e+00,1.270991144286063967e+00,-2.683470431622708041e+00
1.101276477894781891e+00,3.253273701765408532e+00,-6.376583219376024125e-01,2.342407512939235659e+00,-1.414588418486241395e+00
-1.920235283245204982e+00,-4.340259289717529612e+00,6.987895637976432317e-01,-9.510915230861743952e-01,-1.212649471059122019e+00
-6.449698876696767780e-01,4.804384547399141780e+00,2.068015533208606094e+00,-1.611410522399350898e+00,-7.351135595366888875e-01
2.058620616415256954e+00,-3.343101610335816432e+00,-1.905158417493025613e+00,-1.185712158627522328e+00,-2.108126490796706776e+00
-3.426092611173314206e-01,3.538664450915833370e+00,2.610083063573228834e+00,-5.633303834900849072e-03,-1.441393275722008482e+00
2.020369803130973807e+00,-1.630559387943586014e+00,1.053370737023295867e+00,3.847446487873160126e-01,-8.664930563762851534e-01
1.424921790861781501e+00,1.193700941936150617e+00,-6.659608014670026499e-01,1.120475968610658457e+00,-1.173230388793647272e+00
9.143863989663342240e-01,-1.146993152714759656e+00,-1.954561800956701179e-01,1.478165985377915659e+00,-1.654655042053312819e+00
1.054581728086055881e+00,-6.174338251986100090e-02,-3.752609786977203488e-01,1.062971007504042165e-01,-1.739041654002499770e+00
5.492600080839643573e-02,-4.571767007512869130e-01,5.344288261733225465e-01,3.846400145914015134e-01,-1.607847567993950344e+00
5.891096104391357891e-01,-9.116546454779199671e-01,-1.251184833853502099e+00,-1.435195785124871115e+00,-2.241186074928103178e+00
-4.869660202456350673e-01,3.429038514495327927e+00,1.378922352433107901e-01,-2.113259463623449630e+00,-3.093713125344898174e+00
3.855277643322048142e-01,-2.111545602811474076e+00,-4.289849036136321181e-01,-6.205371960994041647e-01,-5.784242468740671050e+00
1.992615810359297912e+00,1.141733690866100881e+00,-1.699129616759858408e+00,-4.496265798192436991e-01,-4.045081210525976800e+00
1.313700740670949163e-01,-9.429605158206761928e-01,2.741894740258671304e-01,-2.805795602577868531e-01,-5.280000251621141949e+00
7.938348085315551916e-01,3.197117261261692711e-01,-2.016408858220452016e-01,-3.090452807461621654e-01,-4.749287610238565271e+00
6.525885947622868111e-01,-5.840784567163580521e-01,-5.130673670898321381e-01,-1.043642006246664478e+00,-3.387260203031877470e+00
-2.327536205239197464e+00,-2.383927894293882410e-01,-8.475079006714001384e-01,6.989199054721902948e-01,-2.429586422579082861e+00
1.176006406565972551e+00,1.496103155650120531e+00,-4.585744954029443154e-01,-1.704888272929511839e+00,-2.216506294597081705e+00
8.370334799885753574e-02,-2.621906629369982422e+00,6.368939852926976952e-01,-1.178761540825716825e-01,-2.015616849307481306e+00
1.274449022452104563e+00,3.592834329517275549e+00,-6.907098840701386688e-01,-9.927705389326960672e-01,-3.121579657105181482e+00
9.401672974857439025e-01,-2.075474210568133415e+00,1.129214138312079285e+00,-2.359521043568254761e+00,-3.568489294443827120e+00
-4.219453889863421514e-01,1.157930835120917434e+00,2.320623864486362486e-01,-1.674745605317654373e+00,-2.249764094608788678e+00
8.900119153868640831e-01,-2.925524411960382931e+00,3.696849901666591220e-01,-3.975240533575937207e-01,-9.052319107205024640e-01
3.249100706614262840e-02,8.328037528643834619e-01,1.716996057359193584e+00,5.757007158024609605e-01,-1.400783209238408933e+00
-1.445791897208116739e+00,-1.800734351032233338e+00,-4.759716756874942667e-01,-1.050692923382352317e+00,-3.080053509511942789e+00
-5.040385989992643978e-01,-4.940775597955586740e-01,3.787545428029104877e-01,1.421768463212389255e+00,-2.666037266104441805e+00
-2.462926095558909179e+00,1.751236679227929249e+00,1.663932658993312885e-01,1.656245887914841175e+00,-2.963956517408278035e+00
-2.598146324380382066e-01,-1.437033827352160564e+00,-2.875011198447520178e-01,1.027416333668655923e-01,-2.000101924280905941e+00
-5.243714267982043653e-01,2.142323072999135825e+00,1.470101533644760927e+00,4.579124438623578541e-01,-1.653159728559416175e+00
-4.974951501870281123e-01,-9.349820852180877884e-01,-5.284289493861751286e-01,-1.843032880716492794e-01,-1.992772984960258231e+00
-1.966232671608088456e+00,1.771467716050788566e-01,-5.178029805658252993e-01,6.835798281820723021e-01,-2.719678936402656344e+00
2.510774978595941564e-01,8.694138624830688444e-01,6.222468640910984172e-01,1.619545013556102031e+00,-6.887874797140536298e-01
3.346592526168516435e-01,5.214372684711842121e-01,3.316116189425312166e-01,-5.296723093701910523e-02,-6.164637146855213023e-01
2.082330060710198549e-01,1.613310147004523243e+00,6.069740047992223664e-01,1.055380209871972452e+00,-6.269801918940498542e-02
1.309194340444519711e-01,-6.930867683735165707e-01,6.892239366902250253e-02,5.916634314877881051e-01,1.996242190612687595e-01
1.605965934841685483e-01,-9.415562483599648758e-03,-1.914665473526969697e-01,-1.626117566707988127e+00,1.768964054301444655e+00
-1.361415318184601431e-01,1.045767056595432232e+00,1.476261446364350638e+00,1.437795362554469047e+00,4.406044627372535771e+00
-6.854695494493909802e-01,-5.858999869209988720e-01,-3.312903351604848723e+00,-1.129574840185421758e+00,3.065459254221376106e+00
-1.860463269100991912e+00,-1.300364239437678204e+00,3.847584472126127642e-01,-9.154886168308110084e-02,3.259840780068313570e+00
1.841354579698842031e-01,-1.358390197093570784e-01,-5.228591707116534426e-01,-9.457584978446712531e-01,1.974173377130795659e+00
-1.751734783023234598e+00,5.577721879536620131e-01,1.591753665301207876e+00,-1.520045471706887863e+00,1.521119579330940885e+00
4.933995249376137981e-01,-7.738025855815653387e-01,-1.768851448108890834e+00,-2.069409053841348156e-01,3.424088641889579065e+00
-1.593150508965268219e+00,9.458770784253133224e-01,-1.077796688056310570e-01,-4.311083241727962923e-02,3.089840529124415536e+00
5.279145072697674079e-01,-1.150003894646290048e+00,-3.078707374265204910e-01,-8.572563122442818928e-01,2.765979942439551031e+00
-1.186001227988699336e+00,1.482611995834007601e+00,-1.976334984305597176e-01,7.987821770719655268e-02,1.819457570834928761e+00
-9.418090891024085698e-01,-4.245013818379131942e-01,3.377262062125603315e-01,1.897057987619819697e+00,1.575461760148365586e+00
5.826456115696030391e-01,1.432956224910619247e-01,-1.200516021005102740e-01,-8.516772258754727876e-01,2.040732991718710032e+00
-3.530213026033563462e-01,-4.004306918298788931e-01,-5.810149084989595369e-01,-8.505840769818828750e-02,1.920249252727098677e+00
-1.311072784747424169e+00,-1.108864831561789388e-01,3.938301699035500758e-01,2.045535613030898592e+00,2.095769557774577851e+00
-5.881683155449508871e-02,-4.505278521917728540e-02,1.105178903467045615e+00,1.718598716626911216e+00,3.352847723651219969e-01
4.153876914184025104e-02,-4.935138612647563261e-01,3.142775211518036294e-01,-8.100931718689536876e-01,-4.501191924405278932e-02
1.870964974504509382e+00,5.839089244998072470e-01,8.415490130028673021e-02,-9.206290120484190709e-01,-1.140028750952588155e+00
-5.019764924325340605e-01,-4.850545453541188490e-02,-2.072867516890331274e-01,-1.669975524397760980e+00,-8.095180802139164689e-01
-1.963974594620479852e+00,1.850308785865066308e-01,5.996672048835394175e-01,-3.885645440355919855e-01,-6.760840098617340033e-01
-4.306991576785495490e-01,5.157164606433304321e-01,-9.358665967456253343e-01,-1.620365693443610589e+00,-1.001581167741971701e+00
-7.368499418273468660e-01,6.150050329891956213e-01,1.552259576802071384e-01,7.762300343506358669e-01,-2.682074601765861432e-01
6.481604430708006737e-01,9.694742430536478217e-01,2.975226211091734019e+00,4.172709899901966280e-02,-7.059620289141455007e-01
6.055775701067985795e-01,-1.182167683922681345e+00,-1.263173962096124425e+00,1.754010779417652932e+00,-8.116706425330196817e-01
1.813931013706412132e-01,3.615437887309507214e-01,1.064345927965193228e+00,-2.020861481985514185e-02,1.978087121067982901e-01
-1.198092236855782922e+00,-5.533705739047668493e-01,-1.464719203745338483e+00,-1.341601588919010268e+00,5.970819689266455566e-01
6.509541679108643564e-01,4.153228673597020304e-02,7.536202586765192724e-01,-5.565001076925255585e-01,6.859379215418619502e-01
1.250599637052343560e+00,9.935686050497631872e-01,6.450050558484282659e-01,-2.858217329325777878e-01,-8.491794139376049877e-01
-2.560600659904472276e-01,8.196845424994024798e-01,-8.749595651734596302e-01,1.564379917715815471e-01,-2.035427837212974822e+00
1.103392190831158581e+00,-1.323566267852676948e+00,6.645398419031129933e-01,3.127184679381309618e-01,-2.913733716634439030e+00
-2.364122635988121224e-01,1.099868265866341899e+00,-1.285467999406645356e+00,1.557627548209522317e+00,-2.727384470709926845e+00
-8.825169703570548974e-01,-1.376503237480408259e+00,-3.451965441537001578e-01,5.169596419130262355e-01,-2.041752212943790390e+00
5.116369931218623518e-02,1.438485679517668592e+00,6.083707938555744654e-01,1.113286534776111614e+00,-3.847100102094568541e+00
-1.091765915759173970e-02,-2.628053653606192697e-01,-4.165597218402442015e-02,-3.601422813690543512e-01,-2.621892528014851731e+00
